ReturnID,OrderID,CustomerID,ReturnDate,Reason,RefundAmount,RestockingFee,Country,Region
RET000315,ORD00006745,CUST003454,25/11/2021,Not as described,90.33,5.06,France,West
RET000316,ORD00013310,CUST002410,07/05/2024,No longer needed,95.66,11.45,France,North
RET000317,ORD00009927,CUST000887,10/03/2025,Damage in shipping,90.53,10.59,India,South
RET000318,ORD00049941,CUST002425,23/07/2022,Not as described,217.97,35.93,France,Central
RET000319,ORD00008752,CUST000154,16/02/2022,Damage in shipping,65.08,8.94,USA,East
RET000320,ORD00047842,CUST000879,05/09/2024,Changed mind,83.32,6.71,USA,North
RET000321,ORD00010334,CUST001258,07/08/2020,Changed mind,25.42,3.39,Australia,West
RET000322,ORD00007155,CUST001252,22/07/2024,No longer needed,517.52,36.22,Germany,Central
RET000323,ORD00036484,CUST002979,12/05/2020,Not as described,21.73,1.26,Australia,North
RET000324,ORD00011322,CUST000733,01/11/2026,Damage in shipping,249.18,14.81,UK,West
RET000325,ORD00045012,CUST003487,14/11/2024,Wrong item,109.25,11.12,UK,North
RET000326,ORD00004346,CUST000703,14/05/2025,Not as described,624.05,83.66,Australia,West
RET000327,ORD00043655,CUST003977,08/03/2022,Damage in shipping,60.67,1.6,France,West
RET000328,ORD00002567,CUST004476,11/01/2027,Changed mind,924.42,94.11,Germany,West
RET000329,ORD00040819,CUST001176,10/01/2023,No longer needed,363.13,36.72,India,North
RET000330,ORD00034787,CUST004729,28/04/2026,Damage in shipping,290.48,49.19,France,South
RET000331,ORD00044355,CUST004120,30/01/2027,Not as described,457.34,60.19,Germany,West
RET000332,ORD00025239,CUST001721,15/01/2021,No longer needed,321.28,18.12,France,North
RET000333,ORD00040358,CUST002220,09/04/2022,No longer needed,172.53,21.91,France,Central
RET000334,ORD00017989,CUST002296,21/04/2024,Defective,97.11,10.31,Canada,North
RET000335,ORD00021375,CUST000203,17/04/2023,Wrong item,192.81,31.28,USA,South
RET000336,ORD00041357,CUST004366,10/09/2026,Wrong item,337.49,45.93,USA,East
RET000337,ORD00020910,CUST003298,04/08/2021,Wrong item,127.06,14.87,France,Central
RET000338,ORD00016625,CUST000996,22/02/2025,Not as described,446.32,48.09,Australia,South
RET000339,ORD00036103,CUST001510,22/11/2023,Not as described,61.87,6.06,USA,South
RET000340,ORD00012724,CUST003353,17/04/2023,Changed mind,25.89,2.77,USA,Central
RET000341,ORD00046169,CUST003658,24/06/2024,Wrong item,237.12,12.07,France,Central
RET000342,ORD00038464,CUST004046,27/11/2022,Damage in shipping,146.35,1.56,France,East
RET000343,ORD00013350,CUST002606,10/02/2025,Quality issue,628.91,57.99,UK,North
RET000344,ORD00038499,CUST000069,06/11/2023,No longer needed,37.08,1.45,Japan,South
RET000345,ORD00014899,CUST003708,11/02/2026,Defective,458.46,65.75,Japan,South
RET000346,ORD00007458,CUST004585,06/12/2021,Quality issue,45.49,4.65,UK,North
RET000347,ORD00007357,CUST001479,29/03/2022,Not as described,0.19,0.02,Australia,North
RET000348,ORD00030994,CUST001070,18/09/2020,No longer needed,9.08,0.6,UK,East
RET000349,ORD00026805,CUST000325,18/04/2025,Changed mind,37.97,0.04,Japan,East
RET000350,ORD00001966,CUST003820,27/07/2025,Not as described,71.62,7.18,USA,West
RET000351,ORD00026188,CUST001486,11/03/2021,Quality issue,246.48,30.36,USA,East
RET000352,ORD00004765,CUST003562,24/08/2024,Damage in shipping,349.19,70.82,UK,West
RET000353,ORD00045679,CUST004536,17/07/2026,No longer needed,169.91,12.95,Canada,West
RET000354,ORD00005805,CUST002134,30/10/2020,Defective,41.87,4.46,Australia,North
RET000355,ORD00039934,CUST002603,27/12/2023,Changed mind,109.85,1.76,USA,South
RET000356,ORD00037579,CUST002950,12/08/2021,Wrong item,39.06,3.64,Australia,West
RET000357,ORD00003805,CUST002527,24/02/2020,Better price found,193.82,10.81,USA,North
RET000358,ORD00040084,CUST003214,03/03/2026,Changed mind,99.21,15.64,India,West
RET000359,ORD00043212,CUST004321,31/03/2023,Changed mind,196.6,2.07,Canada,Central
RET000360,ORD00007835,CUST000261,11/05/2022,No longer needed,4.57,0.27,USA,East
RET000361,ORD00041759,CUST000990,24/10/2021,Not as described,205.56,10.24,Japan,East
RET000362,ORD00029171,CUST000847,16/07/2024,Quality issue,169.43,23.65,Australia,South
RET000363,ORD00023839,CUST002934,14/08/2021,Defective,330.44,33.31,France,North
RET000364,ORD00016586,CUST001718,31/05/2020,Not as described,101.2,3.82,Australia,North
RET000365,ORD00026237,CUST000906,22/03/2022,Quality issue,70.7,7.92,Canada,Central
RET000366,ORD00033865,CUST000061,26/02/2025,Quality issue,130.15,3.04,India,South
RET000367,ORD00025567,CUST004777,09/12/2021,Quality issue,92.05,7.73,UK,West
RET000368,ORD00033627,CUST002448,24/07/2023,Better price found,180.99,26.17,Canada,East
RET000369,ORD00010466,CUST004441,15/10/2024,Better price found,659.22,42.97,Japan,East
RET000370,ORD00013675,CUST001766,07/03/2020,Quality issue,24.84,0.67,USA,East
RET000371,ORD00041789,CUST000089,12/09/2024,Defective,101.48,6.51,Canada,West
RET000372,ORD00020880,CUST003271,26/01/2023,Not as described,183.25,30.67,Germany,West
RET000373,ORD00010879,CUST004379,20/05/2024,Not as described,0.79,0.04,USA,Central
RET000374,ORD00028862,CUST001721,20/07/2023,Quality issue,130.21,13.57,France,North
RET000375,ORD00040750,CUST004597,21/01/2020,Defective,83.27,0.07,Canada,North
RET000376,ORD00034038,CUST000605,30/05/2022,Quality issue,272.28,32.58,France,North
RET000377,ORD00018641,CUST004540,19/03/2021,Changed mind,154.96,15.51,UK,North
RET000378,ORD00022275,CUST000223,20/10/2024,No longer needed,97.24,12.77,Canada,South
RET000379,ORD00010724,CUST001546,27/11/2021,Damage in shipping,181.4,22.69,India,South
RET000380,ORD00014823,CUST001470,05/05/2021,Wrong item,36.36,4.57,UK,Central
RET000381,ORD00028309,CUST002321,16/08/2024,Quality issue,36.11,6.08,Canada,North
RET000382,ORD00007974,CUST002606,13/05/2023,Quality issue,63.94,11.04,UK,North
RET000383,ORD00009398,CUST002648,07/04/2023,Defective,13.91,1.52,Japan,Central
RET000384,ORD00017696,CUST001882,12/06/2022,No longer needed,67.45,2.57,Canada,East
RET000385,ORD00035331,CUST001504,31/05/2020,Damage in shipping,19.75,0.37,Australia,East
RET000386,ORD00032087,CUST004374,09/12/2021,Not as described,59.66,1.34,Canada,Central
RET000387,ORD00019950,CUST003760,06/02/2026,Defective,198.14,10.16,Canada,North
RET000388,ORD00047972,CUST002467,15/04/2023,Wrong item,197,9.67,Germany,South
RET000389,ORD00044170,CUST001940,01/09/2025,Damage in shipping,555.67,15.71,Canada,East
RET000390,ORD00002138,CUST003495,24/04/2020,Damage in shipping,136.68,15.77,France,Central
RET000391,ORD00024013,CUST003418,06/11/2022,Better price found,76.82,8.44,Canada,South
RET000392,ORD00033697,CUST001883,31/01/2025,No longer needed,195.24,12.7,Japan,West
RET000393,ORD00034674,CUST001455,19/05/2020,Better price found,3.33,0.32,Germany,Central
RET000394,ORD00028546,CUST004094,01/03/2021,Damage in shipping,29.72,6.08,Canada,South
RET000395,ORD00029288,CUST001694,30/03/2020,Changed mind,161.25,4.71,Canada,South
RET000396,ORD00042151,CUST000560,22/12/2024,Damage in shipping,427.05,20.28,Canada,North
RET000397,ORD00033519,CUST003722,30/06/2025,Quality issue,533.83,24.88,Australia,South
RET000398,ORD00004155,CUST003565,09/10/2020,Better price found,126.86,1.12,Australia,West
RET000399,ORD00045368,CUST003100,01/12/2024,Quality issue,91.19,5.63,Canada,East
RET000400,ORD00038439,CUST002243,20/12/2025,Not as described,88.77,14.62,UK,East
RET000401,ORD00024808,CUST003848,10/05/2022,No longer needed,333.41,29,France,Central
RET000402,ORD00019214,CUST004113,08/04/2020,Damage in shipping,101.24,7.24,India,West
RET000403,ORD00009279,CUST004300,06/04/2021,Defective,19.72,2.46,France,South
RET000404,ORD00001367,CUST004823,28/09/2026,Quality issue,390.6,64.53,Canada,North
RET000405,ORD00028130,CUST002905,26/09/2023,No longer needed,111.29,7.49,India,West
RET000406,ORD00025776,CUST000868,30/08/2025,Defective,83.72,12.63,Canada,South
RET000407,ORD00008831,CUST004840,27/06/2020,Changed mind,85.31,0.81,Japan,North
RET000408,ORD00011476,CUST000237,08/01/2024,Defective,539.68,66.43,Japan,West
RET000409,ORD00044210,CUST004702,20/06/2020,Changed mind,247.35,23.18,Canada,West
RET000410,ORD00004103,CUST001601,06/03/2024,Not as described,129.56,12.23,USA,Central
RET000411,ORD00007411,CUST001793,09/08/2025,Changed mind,287.5,23.04,India,East
RET000412,ORD00020550,CUST003674,06/01/2022,Not as described,7.5,1.22,Canada,North
RET000413,ORD00030307,CUST002841,23/09/2021,Changed mind,28.83,4.25,Australia,South
RET000414,ORD00031164,CUST002355,30/12/2023,No longer needed,626.78,35.74,Germany,Central
RET000415,ORD00031364,CUST001661,18/05/2024,Not as described,49.78,9.26,France,East
RET000416,ORD00002733,CUST004913,10/11/2021,Not as described,881.51,26.23,Canada,South
RET000417,ORD00035764,CUST004599,11/01/2022,Better price found,143.04,9.29,India,South
RET000418,ORD00043789,CUST001394,04/12/2022,Quality issue,675.2,102.81,Germany,East
RET000419,ORD00015579,CUST002870,23/10/2023,Wrong item,119.34,2.41,Australia,North
RET000420,ORD00039498,CUST000058,06/11/2020,Not as described,90.75,5.29,Australia,East
RET000421,ORD00030046,CUST004847,28/07/2022,Better price found,106.91,10.06,India,East
RET000422,ORD00020508,CUST003274,18/06/2022,No longer needed,89.48,4.7,UK,South
RET000423,ORD00039591,CUST002027,01/01/2026,Wrong item,328.32,0.67,USA,North
RET000424,ORD00044271,CUST004021,31/01/2023,Better price found,604.9,68.42,Japan,Central
RET000425,ORD00014127,CUST002870,13/03/2026,Wrong item,193.32,19.73,Australia,North
RET000426,ORD00029092,CUST000164,27/01/2026,No longer needed,164.08,25.57,Canada,North
RET000427,ORD00033022,CUST002078,11/02/2024,Wrong item,99.62,2.81,Australia,Central
RET000428,ORD00003674,CUST002528,10/07/2021,Quality issue,14.19,0.5,Australia,North
RET000429,ORD00031647,CUST004970,29/07/2026,Changed mind,666,87.23,Australia,West
RET000430,ORD00025939,CUST002076,08/10/2023,Damage in shipping,42.31,4.39,Canada,South
RET000431,ORD00010119,CUST002017,29/01/2022,Not as described,88.99,12.86,France,East
RET000432,ORD00012751,CUST004353,31/08/2022,Quality issue,47.94,5.35,UK,South
RET000433,ORD00027255,CUST003461,20/10/2021,Quality issue,11.19,2.06,India,West
RET000434,ORD00002177,CUST003472,22/01/2025,Better price found,179.46,8.18,France,West
RET000435,ORD00029461,CUST001029,12/01/2023,Not as described,352.81,10.14,Canada,Central
RET000436,ORD00010629,CUST002783,09/04/2025,Defective,117.46,8.54,Australia,East
RET000437,ORD00004959,CUST001676,14/02/2021,Changed mind,33.1,6.15,France,South
RET000438,ORD00032254,CUST003127,14/11/2026,Better price found,212.9,36,USA,West
RET000439,ORD00008055,CUST004344,31/10/2022,Changed mind,25.49,2.58,Germany,South
RET000440,ORD00009570,CUST001759,02/03/2024,Changed mind,13.22,1.53,UK,North
RET000441,ORD00002945,CUST002515,23/03/2026,No longer needed,138.22,6.14,Canada,Central
RET000442,ORD00014142,CUST004341,01/12/2023,Better price found,415,60.32,Germany,South
RET000443,ORD00028771,CUST004524,01/03/2022,No longer needed,120.63,12.58,Canada,West
RET000444,ORD00036778,CUST002990,08/05/2025,Quality issue,198.78,1.79,Australia,North
RET000445,ORD00001931,CUST002196,09/02/2021,Not as described,35.35,1.5,Japan,South
RET000446,ORD00045924,CUST002526,16/08/2023,Changed mind,312.22,35.73,Australia,West
RET000447,ORD00049447,CUST003190,18/08/2026,No longer needed,883.92,0.15,Germany,South
RET000448,ORD00048140,CUST000630,21/09/2021,Damage in shipping,62.76,0.99,Germany,East
RET000449,ORD00045078,CUST002032,21/09/2025,Damage in shipping,37.72,5.22,Germany,North
RET000450,ORD00007024,CUST000321,17/01/2026,Not as described,189.4,12.18,Germany,Central
RET000451,ORD00006989,CUST004904,31/12/2020,Changed mind,90.02,6.86,Australia,South
RET000452,ORD00022470,CUST003595,21/11/2026,Wrong item,67.53,14.1,France,West
RET000453,ORD00036813,CUST002269,11/12/2021,Better price found,151.06,1.44,USA,Central
RET000454,ORD00003364,CUST001288,11/09/2023,Damage in shipping,367.55,74.52,India,Central
RET000455,ORD00002890,CUST001538,23/02/2024,No longer needed,250.97,19.97,France,East
RET000456,ORD00000766,CUST002813,16/10/2023,Damage in shipping,132.36,9.74,Australia,East
RET000457,ORD00015041,CUST000654,17/08/2026,No longer needed,420.76,64.59,UK,East
RET000458,ORD00018332,CUST000142,23/10/2020,Damage in shipping,17.76,2.1,Australia,Central
RET000459,ORD00027868,CUST001275,05/10/2024,Damage in shipping,220.6,6.21,USA,West
RET000460,ORD00046590,CUST001731,29/01/2020,Defective,1.89,0.17,USA,East
RET000461,ORD00014544,CUST002261,06/05/2026,Defective,217.52,2.63,Japan,West
RET000462,ORD00017909,CUST002112,12/06/2026,Damage in shipping,215.06,26.81,France,West
RET000463,ORD00036377,CUST003445,13/10/2023,Changed mind,67.32,0.14,UK,South
RET000464,ORD00032524,CUST000224,26/09/2021,Wrong item,137.93,5.04,Japan,East
RET000465,ORD00013882,CUST002900,17/04/2026,Damage in shipping,6.01,0.4,France,South
RET000466,ORD00018740,CUST004055,09/12/2021,Defective,159.35,22.43,Australia,South
RET000467,ORD00021712,CUST004623,19/09/2022,Wrong item,504.27,24.03,France,Central
RET000468,ORD00030431,CUST004839,21/12/2023,Wrong item,165.56,14.52,Germany,West
RET000469,ORD00011278,CUST001784,18/04/2022,No longer needed,16.13,2.74,Australia,Central
RET000470,ORD00011280,CUST001345,12/06/2022,Better price found,198.03,25.53,Germany,North
RET000471,ORD00000734,CUST003823,10/05/2020,Not as described,13.18,0.91,Canada,North
RET000472,ORD00017729,CUST000085,19/09/2026,Better price found,161.79,15.78,France,North
RET000473,ORD00025182,CUST001973,28/05/2024,No longer needed,60.17,10.27,India,North
RET000474,ORD00049835,CUST003506,11/03/2020,Defective,85.86,13.8,UK,North
RET000475,ORD00015990,CUST001548,19/11/2025,Quality issue,640.08,32.14,France,South
RET000476,ORD00044325,CUST000367,26/07/2022,Quality issue,687.67,79.3,Canada,South
RET000477,ORD00022115,CUST004508,08/12/2022,Wrong item,418.2,25.39,UK,Central
RET000478,ORD00033593,CUST003681,18/03/2023,Quality issue,10.07,1.29,Germany,North
RET000479,ORD00019815,CUST002951,30/01/2022,Not as described,189.85,33.52,Germany,South
RET000480,ORD00014017,CUST004635,19/12/2021,No longer needed,56.71,0.93,India,East
RET000481,ORD00029315,CUST003519,14/12/2023,Damage in shipping,90.47,6.78,USA,West
RET000482,ORD00007493,CUST003204,08/10/2022,Quality issue,204.31,20.45,Canada,North
RET000483,ORD00048620,CUST004759,31/10/2021,Damage in shipping,21.24,0.9,Canada,South
RET000484,ORD00047795,CUST002633,31/07/2020,Not as described,161.72,3.61,Canada,East
RET000485,ORD00035424,CUST001454,20/04/2022,Damage in shipping,84.25,9.69,Canada,East
RET000486,ORD00034198,CUST004126,01/11/2023,Damage in shipping,12.22,1.34,Japan,South
RET000487,ORD00030567,CUST002614,14/07/2026,Not as described,502.54,91.37,Japan,West
RET000488,ORD00046449,CUST004932,10/09/2024,Damage in shipping,20.33,1.79,France,Central
RET000489,ORD00008880,CUST004652,13/08/2020,No longer needed,125.63,7.04,USA,North
RET000490,ORD00018732,CUST004372,30/06/2026,No longer needed,641.4,110.58,Canada,East
RET000491,ORD00000378,CUST002433,13/03/2024,Wrong item,11.6,1.75,USA,Central
RET000492,ORD00013093,CUST001806,16/09/2026,Wrong item,143.19,24.12,Japan,North
RET000493,ORD00012789,CUST000778,18/06/2023,Defective,524.17,22.31,Australia,North
RET000494,ORD00002556,CUST004774,28/04/2020,Changed mind,51.39,2.67,Germany,South
RET000495,ORD00006258,CUST003988,02/09/2022,Defective,210.95,15.36,India,North
RET000496,ORD00004847,CUST002271,18/02/2024,Not as described,49,5.38,USA,South
RET000497,ORD00047547,CUST001219,27/02/2023,Defective,52.87,6.34,Canada,South
RET000498,ORD00040724,CUST001106,04/02/2025,Not as described,531.23,96.89,Canada,West
RET000499,ORD00019482,CUST003734,04/10/2021,No longer needed,62.79,0.19,France,South
RET000500,ORD00034332,CUST004705,12/02/2024,Defective,592.28,63.83,India,Central
RET000501,ORD00038037,CUST003548,22/06/2024,No longer needed,320.47,35.5,UK,South
RET000502,ORD00025845,CUST002231,05/09/2024,Changed mind,283.39,46.95,Germany,Central
RET000503,ORD00009458,CUST002489,30/07/2022,Wrong item,100.4,6.26,France,West
RET000504,ORD00011600,CUST002815,04/02/2025,Changed mind,292.37,1.19,Japan,Central
RET000505,ORD00045448,CUST001471,11/03/2023,Changed mind,44.99,3.3,India,West
RET000506,ORD00019006,CUST001034,18/02/2023,Damage in shipping,90.88,3.57,UK,East
RET000507,ORD00046519,CUST002057,26/11/2026,Damage in shipping,684.61,98.04,Germany,North
RET000508,ORD00047828,CUST003065,02/08/2025,Defective,1668.7,27.83,Canada,East
RET000509,ORD00042484,CUST001699,28/05/2025,Changed mind,125.2,10.47,France,West
RET000510,ORD00049037,CUST000441,16/01/2021,Damage in shipping,31.93,4.69,France,Central
RET000511,ORD00036027,CUST002582,01/11/2025,Quality issue,225.25,1.19,USA,East
RET000512,ORD00032520,CUST003244,06/09/2025,Defective,610.75,56.19,UK,Central
RET000513,ORD00037517,CUST004131,05/09/2024,Quality issue,111.18,1.07,Canada,South
RET000514,ORD00039639,CUST000380,18/08/2023,No longer needed,57.51,0.86,Australia,East
RET000515,ORD00045937,CUST002310,08/09/2025,Not as described,160.18,1.72,Australia,South
RET000516,ORD00008516,CUST001347,26/08/2025,Changed mind,225.13,13.09,Japan,West
RET000517,ORD00049612,CUST004856,05/08/2022,Changed mind,55.68,10.22,Australia,West
RET000518,ORD00020831,CUST001920,23/08/2020,Wrong item,99.18,15.22,Canada,North
RET000519,ORD00032235,CUST002330,18/06/2025,Not as described,448.88,63.51,Japan,East
RET000520,ORD00009002,CUST004213,25/07/2024,Better price found,59.88,9.41,UK,South
RET000521,ORD00006691,CUST002143,04/08/2021,Wrong item,424.14,20.8,France,North
RET000522,ORD00011227,CUST001879,20/05/2024,Quality issue,100.46,8.24,Canada,West
RET000523,ORD00003115,CUST000128,31/01/2026,Not as described,50.56,0.24,UK,East
RET000524,ORD00012503,CUST004292,26/12/2026,Changed mind,989.05,68.97,Australia,North
RET000525,ORD00000730,CUST003018,01/05/2026,Wrong item,204.18,28.11,Australia,Central
RET000526,ORD00030447,CUST004600,05/05/2021,Damage in shipping,4.17,0.65,France,South
RET000527,ORD00041921,CUST002392,01/12/2026,Better price found,146.06,16.33,Canada,South
RET000528,ORD00020345,CUST000568,05/05/2022,Better price found,84.44,15.11,Japan,South
RET000529,ORD00030655,CUST004604,10/12/2020,Better price found,193.46,18.29,UK,North
RET000530,ORD00011855,CUST004099,22/07/2024,Changed mind,261.35,13.18,Japan,South
RET000531,ORD00001842,CUST004226,09/04/2025,Damage in shipping,950.02,55.92,Australia,West
RET000532,ORD00007084,CUST001142,04/03/2021,Defective,120.66,17.79,Japan,West
RET000533,ORD00027851,CUST000827,13/08/2024,Changed mind,756.78,102.65,France,West
RET000534,ORD00045327,CUST003682,17/11/2021,Quality issue,289.61,30.1,Germany,North
RET000535,ORD00002952,CUST002010,15/12/2020,Not as described,84.25,7.31,Canada,East
RET000536,ORD00038599,CUST002607,14/03/2026,Changed mind,139.2,18.45,Australia,West
RET000537,ORD00003511,CUST001779,15/02/2022,Quality issue,179.4,0.65,USA,West
RET000538,ORD00027337,CUST000681,04/06/2021,Better price found,213.8,25.45,USA,North
RET000539,ORD00008360,CUST002520,20/06/2021,Quality issue,233.73,33.81,UK,South
RET000540,ORD00011816,CUST000960,14/08/2020,No longer needed,10.19,1.2,India,South
RET000541,ORD00029336,CUST001592,29/01/2020,Better price found,16.84,1.29,Australia,East
RET000542,ORD00021789,CUST003070,10/09/2023,Quality issue,54.05,7.01,Australia,North
RET000543,ORD00033478,CUST004928,21/03/2020,Wrong item,39.43,4.96,France,East
RET000544,ORD00026906,CUST002782,04/05/2020,Wrong item,7.74,1.18,USA,South
RET000545,ORD00019408,CUST004685,02/09/2026,Wrong item,278.35,17.89,UK,Central
RET000546,ORD00043286,CUST002188,29/02/2020,Better price found,4.97,0.9,UK,South
RET000547,ORD00013175,CUST004310,16/01/2026,Defective,34.29,5.1,Germany,South
RET000548,ORD00022809,CUST004021,08/11/2026,Wrong item,706.94,49.96,Japan,Central
RET000549,ORD00039677,CUST001297,08/06/2025,Quality issue,11.99,0,Canada,Central
RET000550,ORD00046079,CUST001579,26/07/2024,Not as described,781.83,10.49,UK,North
RET000551,ORD00048364,CUST001038,14/01/2027,Not as described,537.41,2.35,Canada,West
RET000552,ORD00020763,CUST001700,11/06/2022,Better price found,99.19,14.14,UK,Central
RET000553,ORD00049040,CUST002021,28/02/2026,Quality issue,127.18,8.39,UK,South
RET000554,ORD00001763,CUST001408,08/06/2025,Not as described,189.31,7.15,Japan,Central
RET000555,ORD00012729,CUST003782,27/11/2026,Better price found,128.07,16.25,UK,East
RET000556,ORD00030834,CUST004803,30/05/2023,Changed mind,570.82,49.13,France,Central
RET000557,ORD00032012,CUST003234,24/12/2021,Better price found,133.64,10.75,France,East
RET000558,ORD00033342,CUST001301,16/07/2023,Defective,253.35,36.86,Germany,South
RET000559,ORD00037113,CUST002557,30/03/2024,Not as described,125.8,15.06,Germany,North
RET000560,ORD00027298,CUST001684,18/08/2021,Defective,27.39,1.28,UK,West
RET000561,ORD00040412,CUST004697,16/09/2025,Quality issue,2.18,0.18,UK,South
RET000562,ORD00048692,CUST003502,14/09/2025,No longer needed,51.34,5.44,Germany,North
RET000563,ORD00045958,CUST000913,25/04/2026,Quality issue,188.49,2.03,France,West
RET000564,ORD00040144,CUST004060,21/06/2026,Damage in shipping,321.76,32.74,UK,North
RET000565,ORD00007606,CUST000869,13/10/2025,Not as described,379.53,70.13,Australia,North
RET000566,ORD00047126,CUST003209,26/12/2024,Wrong item,197.38,23.51,UK,West
RET000567,ORD00024812,CUST001028,05/09/2022,Better price found,112.67,11.63,Japan,West
RET000568,ORD00015141,CUST002999,19/02/2023,No longer needed,123.47,4.52,Australia,West
RET000569,ORD00004602,CUST001713,01/03/2024,No longer needed,42.54,6.79,Germany,West
RET000570,ORD00002219,CUST000232,13/04/2025,Quality issue,98.17,9.18,Japan,North
RET000571,ORD00034021,CUST002537,30/01/2023,Changed mind,133.18,25.05,UK,East
RET000572,ORD00023791,CUST003949,20/11/2026,Better price found,390.05,12.53,Germany,West
RET000573,ORD00030058,CUST003600,21/12/2026,Wrong item,496.94,52.47,Canada,South
RET000574,ORD00049135,CUST003687,01/02/2023,Changed mind,82.13,1.82,Japan,North
RET000575,ORD00041968,CUST004350,22/09/2023,No longer needed,38.04,2.02,France,North
RET000576,ORD00043879,CUST000084,29/10/2024,No longer needed,215.1,27.37,Australia,Central
RET000577,ORD00027925,CUST004638,01/08/2020,Defective,122.44,7,UK,West
RET000578,ORD00019288,CUST002034,21/05/2026,Better price found,325.41,25.16,India,West
RET000579,ORD00024637,CUST000739,06/06/2024,Wrong item,681.71,82.26,France,West
RET000580,ORD00043899,CUST004155,18/04/2022,Better price found,225.45,7.52,Australia,Central
RET000581,ORD00013334,CUST001659,23/12/2023,Quality issue,254.73,29.09,USA,South
RET000582,ORD00020478,CUST003915,22/06/2025,Quality issue,317.39,8.35,UK,West
RET000583,ORD00043452,CUST002001,16/11/2023,Wrong item,282.39,2.69,Canada,East
RET000584,ORD00016875,CUST000572,24/10/2025,Changed mind,427.06,67.8,Japan,Central
RET000585,ORD00027539,CUST000128,31/10/2024,Not as described,127.65,18.43,UK,East
RET000586,ORD00045722,CUST004625,24/02/2024,Better price found,147.19,5.56,France,South
RET000587,ORD00004908,CUST002097,11/10/2021,Quality issue,173.82,25.67,France,South
RET000588,ORD00049289,CUST004907,30/08/2020,No longer needed,95.47,0.62,USA,East
RET000589,ORD00026449,CUST003730,12/07/2025,Not as described,65.81,4.83,India,East
RET000590,ORD00024774,CUST002548,14/02/2021,Defective,70.64,8.29,USA,South
RET000591,ORD00012964,CUST000862,04/07/2021,Not as described,15.31,2.48,India,South
RET000592,ORD00018565,CUST002716,30/04/2023,Damage in shipping,18.15,1.31,France,East
RET000593,ORD00015312,CUST004915,07/12/2021,No longer needed,321.95,22.63,USA,North
RET000594,ORD00007026,CUST000126,23/08/2026,Damage in shipping,142.83,21.59,India,West
RET000595,ORD00015998,CUST003594,30/01/2021,No longer needed,11.62,2.03,India,East
RET000596,ORD00045345,CUST004089,18/12/2025,No longer needed,49.94,7.85,UK,West
RET000597,ORD00022906,CUST000164,05/03/2024,Changed mind,285.95,37.71,Canada,North
RET000598,ORD00025446,CUST002563,25/02/2024,Changed mind,38.94,3.34,France,East
RET000599,ORD00026123,CUST001848,17/10/2020,Damage in shipping,75.54,4.5,India,West
RET000600,ORD00001566,CUST000301,20/08/2026,Changed mind,91.73,0.26,USA,South
RET000601,ORD00034592,CUST002295,11/01/2025,No longer needed,501.24,21.46,France,West
RET000602,ORD00028372,CUST001365,30/08/2021,Wrong item,166.86,16.18,India,West
RET000603,ORD00046521,CUST003872,11/11/2020,Quality issue,192.92,30.91,France,East
RET000604,ORD00008077,CUST002769,20/07/2025,Not as described,522.83,35.6,Germany,East
RET000605,ORD00030375,CUST000026,17/05/2020,Damage in shipping,14.94,1.89,UK,West
RET000606,ORD00034373,CUST000254,28/10/2022,No longer needed,29.43,0.46,Australia,East
RET000607,ORD00014604,CUST004433,09/12/2024,Damage in shipping,256.3,17.78,India,Central
RET000608,ORD00037284,CUST002335,12/06/2024,Damage in shipping,109.81,3.44,Japan,South
RET000609,ORD00015703,CUST004137,12/11/2020,Quality issue,144.42,22.96,USA,West
RET000610,ORD00044982,CUST002357,29/10/2023,Wrong item,529.77,74.19,Australia,West
RET000611,ORD00012286,CUST001386,11/08/2020,Better price found,151.2,2.43,India,North
RET000612,ORD00031477,CUST000913,05/06/2021,Changed mind,51.08,2.65,France,West
RET000613,ORD00038564,CUST004445,13/05/2024,Quality issue,288.87,21.44,USA,North
RET000614,ORD00022136,CUST002237,26/02/2026,Better price found,80.47,1.06,UK,North
RET000615,ORD00032898,CUST001160,18/06/2023,Not as described,89.05,9.7,Canada,East
RET000616,ORD00010587,CUST003091,05/05/2020,Better price found,92.75,3.55,India,South
RET000617,ORD00014487,CUST004678,07/02/2026,No longer needed,46.16,1.1,India,South
RET000618,ORD00005632,CUST000178,02/12/2026,Quality issue,7.92,1.16,France,West
RET000619,ORD00023445,CUST001236,24/05/2023,Defective,222.91,13.26,UK,South
RET000620,ORD00022286,CUST004397,24/11/2025,No longer needed,85.87,8.52,UK,South
RET000621,ORD00017203,CUST000035,09/08/2020,No longer needed,187.56,31.72,Germany,South
RET000622,ORD00003793,CUST003846,25/06/2022,No longer needed,203.09,24.92,USA,East
RET000623,ORD00037387,CUST003073,11/03/2021,Better price found,44.83,6.61,Canada,West
RET000624,ORD00030812,CUST003797,10/09/2023,Wrong item,82.4,9.39,Australia,Central
RET000625,ORD00021319,CUST001860,30/10/2024,Defective,91.81,6.38,Canada,South
RET000626,ORD00048052,CUST004350,06/09/2024,Changed mind,117.37,5.15,France,North
RET000627,ORD00014924,CUST004072,04/10/2026,Quality issue,683.58,49.24,Germany,North
RET000628,ORD00015201,CUST002164,25/04/2021,Quality issue,28.17,4.97,UK,West
RET000629,ORD00003994,CUST004143,24/08/2021,Quality issue,16.55,0.93,Canada,East
