OrderID,ProductID,Quantity,LineTotal,Category,Region,Country,OrderStatus,TotalAmount
ORD00003472,PROD00069,1,103.77,Home & Kitchen,East,Germany,Completed,181.54
ORD00003473,PROD00133,5,367.75,Fashion,West,Japan,Shipped,1098.65
ORD00003473,PROD00133,4,292.56,Beauty,West,Japan,Shipped,1098.65
ORD00003473,PROD00133,2,425.38,Toys,West,Japan,Shipped,1098.65
ORD00003473,PROD00133,3,274.05,Pet Supplies,West,Japan,Shipped,1098.65
ORD00003473,PROD00133,1,107.52,Automotive,West,Japan,Shipped,1098.65
ORD00003474,PROD00275,5,605.7,Toys,North,USA,Completed,51.59
ORD00003474,PROD00275,4,249.32,Sports,North,USA,Completed,51.59
ORD00003474,PROD00275,3,332.51,Automotive,North,USA,Completed,51.59
ORD00003474,PROD00275,3,267.47,Books,North,USA,Completed,51.59
ORD00003474,PROD00275,1,227.44,Books,North,USA,Completed,51.59
ORD00003475,PROD00436,4,265.68,Fashion,East,Japan,Completed,326.67
ORD00003476,PROD00134,1,332.26,Automotive,Central,Canada,Completed,121.7
ORD00003477,PROD00293,3,281.1,Electronics,West,France,Completed,58.55
ORD00003477,PROD00293,1,314.7,Automotive,West,France,Completed,58.55
ORD00003477,PROD00293,3,933.57,Toys,West,France,Completed,58.55
ORD00003477,PROD00293,5,855.74,Toys,West,France,Completed,58.55
ORD00003477,PROD00293,1,318.42,Home & Kitchen,West,France,Completed,58.55
ORD00003478,PROD00461,1,201.87,Sports,South,Australia,Pending,101.19
ORD00003479,PROD00189,5,904.4,Sports,South,Canada,Pending,587.89
ORD00003479,PROD00189,1,199.04,Pet Supplies,South,Canada,Pending,587.89
ORD00003480,PROD00415,1,61.1,Pet Supplies,East,UK,Completed,213.98
ORD00003480,PROD00415,1,151.94,Home & Kitchen,East,UK,Completed,213.98
ORD00003481,PROD00087,1,80.4,Home & Kitchen,North,Japan,Completed,118.39
ORD00003481,PROD00087,1,243.49,Electronics,North,Japan,Completed,118.39
ORD00003482,PROD00448,1,258.38,Automotive,Central,France,Completed,1188.78
ORD00003482,PROD00448,14,789.89,Office Supplies,Central,France,Completed,1188.78
ORD00003483,PROD00287,3,350.79,Books,South,France,Completed,153.88
ORD00003483,PROD00287,3,673.51,Toys,South,France,Completed,153.88
ORD00003483,PROD00287,3,165.57,Automotive,South,France,Completed,153.88
ORD00003483,PROD00287,3,384,Home & Kitchen,South,France,Completed,153.88
ORD00003483,PROD00287,1,285.15,Home & Kitchen,South,France,Completed,153.88
ORD00003484,PROD00033,4,689.76,Beauty,West,Canada,Completed,105.68
ORD00003484,PROD00033,3,331.83,Home & Kitchen,West,Canada,Completed,105.68
ORD00003484,PROD00033,4,193.88,Books,West,Canada,Completed,105.68
ORD00003484,PROD00033,1,96.51,Office Supplies,West,Canada,Completed,105.68
ORD00003485,PROD00451,1,120.9,Office Supplies,South,Canada,Completed,158.54
ORD00003485,PROD00451,2,200.24,Electronics,South,Canada,Completed,158.54
ORD00003485,PROD00451,4,2512.4,Books,South,Canada,Completed,158.54
ORD00003485,PROD00451,1,82.63,Home & Kitchen,South,Canada,Completed,158.54
ORD00003486,PROD00486,4,398.92,Books,West,UK,Completed,230.79
ORD00003486,PROD00486,1,100.12,Electronics,West,UK,Completed,230.79
ORD00003486,PROD00486,5,460.13,Beauty,West,UK,Completed,230.79
ORD00003486,PROD00486,1,83.84,Books,West,UK,Completed,230.79
ORD00003487,PROD00069,5,228.52,Books,Central,Australia,Completed,105.69
ORD00003487,PROD00069,3,179.52,Fashion,Central,Australia,Completed,105.69
ORD00003487,PROD00069,5,473.85,Home & Kitchen,Central,Australia,Completed,105.69
ORD00003487,PROD00069,1,99.05,Automotive,Central,Australia,Completed,105.69
ORD00003488,PROD00041,5,377.55,Sports,West,UK,Completed,301.17
ORD00003488,PROD00041,5,1705.85,Home & Kitchen,West,UK,Completed,301.17
ORD00003488,PROD00041,2,57.73,Pet Supplies,West,UK,Completed,301.17
ORD00003488,PROD00041,1,55.22,Books,West,UK,Completed,301.17
ORD00003489,PROD00396,1,126.94,Fashion,West,Canada,Completed,240.19
ORD00003489,PROD00396,3,165.39,Books,West,Canada,Completed,240.19
ORD00003489,PROD00396,2,101.34,Electronics,West,Canada,Completed,240.19
ORD00003489,PROD00396,5,170.25,Office Supplies,West,Canada,Completed,240.19
ORD00003489,PROD00396,1,286.66,Pet Supplies,West,Canada,Completed,240.19
ORD00003490,PROD00218,4,1077.95,Toys,North,Australia,Completed,254.26
ORD00003490,PROD00218,4,368.11,Beauty,North,Australia,Completed,254.26
ORD00003490,PROD00218,1,103.39,Sports,North,Australia,Completed,254.26
ORD00003490,PROD00218,1,155.87,Fashion,North,Australia,Completed,254.26
ORD00003491,PROD00245,3,1041.39,Fashion,East,India,Completed,22.54
ORD00003491,PROD00245,3,117.25,Sports,East,India,Completed,22.54
ORD00003491,PROD00245,5,570.4,Office Supplies,East,India,Completed,22.54
ORD00003491,PROD00245,1,158.98,Beauty,East,India,Completed,22.54
ORD00003492,PROD00088,2,224.64,Sports,South,USA,Completed,88.38
ORD00003492,PROD00088,3,118.27,Beauty,South,USA,Completed,88.38
ORD00003492,PROD00088,1,29.9,Toys,South,USA,Completed,88.38
ORD00003493,PROD00117,2,168.05,Home & Kitchen,East,UK,Pending,102.16
ORD00003493,PROD00117,2,116.33,Pet Supplies,East,UK,Pending,102.16
ORD00003493,PROD00117,1,86.79,Office Supplies,East,UK,Pending,102.16
ORD00003494,PROD00397,4,425.07,Electronics,East,Canada,Completed,7.23
ORD00003494,PROD00397,3,247.89,Home & Kitchen,East,Canada,Completed,7.23
ORD00003494,PROD00397,1,158.09,Office Supplies,East,Canada,Completed,7.23
ORD00003494,PROD00397,4,1159.2,Electronics,East,Canada,Completed,7.23
ORD00003494,PROD00397,1,102.31,Beauty,East,Canada,Completed,7.23
ORD00003495,PROD00175,1,50.67,Electronics,East,Japan,Completed,54.88
ORD00003495,PROD00175,4,687.34,Sports,East,Japan,Completed,54.88
ORD00003495,PROD00175,5,568.91,Office Supplies,East,Japan,Completed,54.88
ORD00003495,PROD00175,3,141.42,Books,East,Japan,Completed,54.88
ORD00003495,PROD00175,1,61.1,Pet Supplies,East,Japan,Completed,54.88
ORD00003496,PROD00497,2,140.35,Books,South,Germany,Completed,149.07
ORD00003496,PROD00497,1,441.12,Beauty,South,Germany,Completed,149.07
ORD00003497,PROD00174,2,50.87,Toys,West,France,Completed,4.55
ORD00003497,PROD00174,1,74.35,Beauty,West,France,Completed,4.55
ORD00003497,PROD00174,1,77.52,Automotive,West,France,Completed,4.55
ORD00003498,PROD00086,4,150.25,Office Supplies,South,Germany,Completed,27.44
ORD00003498,PROD00086,4,407.49,Toys,South,Germany,Completed,27.44
ORD00003498,PROD00086,4,419.63,Home & Kitchen,South,Germany,Completed,27.44
ORD00003498,PROD00086,1,212.49,Sports,South,Germany,Completed,27.44
ORD00003499,PROD00055,3,298.65,Home & Kitchen,Central,Japan,Completed,121.88
ORD00003499,PROD00055,1,310.44,Office Supplies,Central,Japan,Completed,121.88
ORD00003500,PROD00042,2,587.26,Beauty,South,Australia,Completed,180.96
ORD00003500,PROD00042,4,1288,Electronics,South,Australia,Completed,180.96
ORD00003500,PROD00042,1,93.7,Books,South,Australia,Completed,180.96
ORD00003501,PROD00135,2,113.96,Sports,South,Australia,Completed,505.42
ORD00003501,PROD00135,6,379.86,Sports,South,Australia,Completed,505.42
ORD00003502,PROD00142,1,320.16,Books,Central,France,Completed,325.67
ORD00003503,PROD00168,4,785.56,Fashion,East,UK,Completed,141.35
ORD00003503,PROD00168,4,487.88,Electronics,East,UK,Completed,141.35
ORD00003503,PROD00168,1,52.98,Sports,East,UK,Completed,141.35
ORD00003503,PROD00168,1,311.19,Toys,East,UK,Completed,141.35
ORD00003504,PROD00175,2,101.34,Electronics,Central,UK,Cancelled,805.85
ORD00003504,PROD00175,1,43.54,Office Supplies,Central,UK,Cancelled,805.85
ORD00003504,PROD00175,5,264.43,Books,Central,UK,Cancelled,805.85
ORD00003504,PROD00175,2,267.88,Home & Kitchen,Central,UK,Cancelled,805.85
ORD00003505,PROD00241,4,325.04,Sports,East,India,Shipped,366.45
ORD00003506,PROD00205,1,99.11,Toys,Central,Japan,Shipped,58.62
ORD00003507,PROD00164,3,682.05,Home & Kitchen,West,France,Completed,38.22
ORD00003507,PROD00164,1,120.7,Pet Supplies,West,France,Completed,38.22
ORD00003507,PROD00164,1,60.41,Pet Supplies,West,France,Completed,38.22
ORD00003508,PROD00007,3,327.72,Home & Kitchen,Central,India,Completed,147.55
ORD00003508,PROD00007,3,862.23,Toys,Central,India,Completed,147.55
ORD00003508,PROD00007,3,389.85,Pet Supplies,Central,India,Completed,147.55
ORD00003508,PROD00007,3,404.49,Toys,Central,India,Completed,147.55
ORD00003508,PROD00007,1,120.59,Fashion,Central,India,Completed,147.55
ORD00003509,PROD00436,1,74.23,Fashion,South,Japan,Completed,138.91
ORD00003509,PROD00436,2,210.16,Home & Kitchen,South,Japan,Completed,138.91
ORD00003509,PROD00436,1,200.03,Books,South,Japan,Completed,138.91
ORD00003509,PROD00436,1,95.8,Home & Kitchen,South,Japan,Completed,138.91
ORD00003510,PROD00392,4,488.08,Books,East,India,Completed,275.59
ORD00003510,PROD00392,4,312.56,Fashion,East,India,Completed,275.59
ORD00003510,PROD00392,1,155.87,Fashion,East,India,Completed,275.59
ORD00003511,PROD00407,3,816.41,Electronics,West,USA,Completed,196.27
ORD00003511,PROD00407,4,110.56,Toys,West,USA,Completed,196.27
ORD00003511,PROD00407,1,45.98,Sports,West,USA,Completed,196.27
ORD00003512,PROD00015,3,167.01,Books,West,Japan,Completed,207.22
ORD00003513,PROD00480,6,766.8,Sports,South,Australia,Shipped,955.09
ORD00003514,PROD00467,4,113.04,Home & Kitchen,East,Germany,Completed,111.18
ORD00003514,PROD00467,1,98.57,Beauty,East,Germany,Completed,111.18
ORD00003514,PROD00467,1,109.39,Fashion,East,Germany,Completed,111.18
ORD00003515,PROD00169,3,139.53,Office Supplies,South,Canada,Completed,31.59
ORD00003515,PROD00169,2,81.72,Office Supplies,South,Canada,Completed,31.59
ORD00003515,PROD00169,5,679.55,Toys,South,Canada,Completed,31.59
ORD00003515,PROD00169,3,191.81,Electronics,South,Canada,Completed,31.59
ORD00003515,PROD00169,1,128.39,Electronics,South,Canada,Completed,31.59
ORD00003516,PROD00142,1,272.14,Books,West,Japan,Completed,537.03
ORD00003516,PROD00142,1,79.67,Office Supplies,West,Japan,Completed,537.03
ORD00003516,PROD00142,3,306.56,Home & Kitchen,West,Japan,Completed,537.03
ORD00003516,PROD00142,1,105.47,Books,West,Japan,Completed,537.03
ORD00003517,PROD00486,1,99.73,Books,Central,Australia,Completed,99.07
ORD00003518,PROD00060,4,898.36,Office Supplies,West,Australia,Completed,385.89
ORD00003518,PROD00060,5,683.35,Books,West,Australia,Completed,385.89
ORD00003518,PROD00060,2,314.84,Automotive,West,Australia,Completed,385.89
ORD00003518,PROD00060,1,214.46,Fashion,West,Australia,Completed,385.89
ORD00003519,PROD00465,4,1196.81,Pet Supplies,South,France,Completed,453.58
ORD00003519,PROD00465,3,944.85,Pet Supplies,South,France,Completed,453.58
ORD00003519,PROD00465,1,174.91,Automotive,South,France,Completed,453.58
ORD00003520,PROD00419,1,311.19,Toys,West,France,Completed,221.48
ORD00003521,PROD00382,5,3489.45,Books,East,USA,Completed,236.71
ORD00003521,PROD00382,2,788.76,Automotive,East,USA,Completed,236.71
ORD00003521,PROD00382,1,174.56,Sports,East,USA,Completed,236.71
ORD00003521,PROD00382,4,389.32,Sports,East,USA,Completed,236.71
ORD00003521,PROD00382,1,27.26,Pet Supplies,East,USA,Completed,236.71
ORD00003522,PROD00489,2,125.38,Office Supplies,North,Canada,Completed,126.98
ORD00003522,PROD00489,2,148.7,Beauty,North,Canada,Completed,126.98
ORD00003522,PROD00489,3,401.82,Home & Kitchen,North,Canada,Completed,126.98
ORD00003522,PROD00489,1,95.01,Automotive,North,Canada,Completed,126.98
ORD00003523,PROD00277,2,458.24,Pet Supplies,North,Canada,Completed,80.69
ORD00003523,PROD00277,2,450.31,Automotive,North,Canada,Completed,80.69
ORD00003523,PROD00277,1,103.39,Sports,North,Canada,Completed,80.69
ORD00003524,PROD00043,1,47.14,Books,East,UK,Completed,97.23
ORD00003524,PROD00043,1,111.56,Office Supplies,East,UK,Completed,97.23
ORD00003524,PROD00043,1,207.34,Office Supplies,East,UK,Completed,97.23
ORD00003525,PROD00423,2,205.68,Beauty,Central,Australia,Returned,133.81
ORD00003525,PROD00423,3,162.14,Books,Central,Australia,Returned,133.81
ORD00003525,PROD00423,4,246.24,Pet Supplies,Central,Australia,Returned,133.81
ORD00003525,PROD00423,1,44.18,Office Supplies,Central,Australia,Returned,133.81
ORD00003526,PROD00091,1,126.22,Automotive,East,USA,Completed,595.51
ORD00003526,PROD00091,6,453.06,Sports,East,USA,Completed,595.51
ORD00003527,PROD00397,2,201.35,Electronics,West,USA,Cancelled,212.98
ORD00003527,PROD00397,1,255.8,Home & Kitchen,West,USA,Cancelled,212.98
ORD00003528,PROD00448,1,258.38,Automotive,Central,Japan,Completed,75.87
ORD00003529,PROD00374,2,188.14,Home & Kitchen,East,UK,Completed,98.84
ORD00003529,PROD00374,2,177.43,Beauty,East,UK,Completed,98.84
ORD00003529,PROD00374,1,60.94,Toys,East,UK,Completed,98.84
ORD00003530,PROD00391,1,98.58,Home & Kitchen,West,Australia,Completed,549.25
ORD00003530,PROD00391,2,96.94,Books,West,Australia,Completed,549.25
ORD00003530,PROD00391,2,295.65,Automotive,West,Australia,Completed,549.25
ORD00003531,PROD00095,5,228.6,Beauty,North,Australia,Completed,130.74
ORD00003531,PROD00095,4,383.04,Pet Supplies,North,Australia,Completed,130.74
ORD00003531,PROD00095,1,148.08,Fashion,North,Australia,Completed,130.74
ORD00003532,PROD00344,3,200.53,Toys,South,UK,Completed,141.3
ORD00003532,PROD00344,4,546.68,Books,South,UK,Completed,141.3
ORD00003532,PROD00344,1,231.73,Office Supplies,South,UK,Completed,141.3
ORD00003533,PROD00139,4,380.02,Toys,East,India,Completed,191.42
ORD00003533,PROD00139,1,115.52,Toys,East,India,Completed,191.42
ORD00003534,PROD00486,2,179.51,Books,South,USA,Completed,207.23
ORD00003535,PROD00235,3,167.84,Pet Supplies,West,USA,Completed,55.62
ORD00003535,PROD00235,1,109.13,Electronics,West,USA,Completed,55.62
ORD00003536,PROD00003,5,335.88,Sports,North,France,Completed,588.02
ORD00003536,PROD00003,2,180.78,Automotive,North,France,Completed,588.02
ORD00003537,PROD00395,1,85.1,Fashion,North,Australia,Completed,65.83
ORD00003538,PROD00127,2,983.26,Books,West,Canada,Completed,684.8
ORD00003538,PROD00127,3,332.43,Sports,West,Canada,Completed,684.8
ORD00003538,PROD00127,1,118.5,Automotive,West,Canada,Completed,684.8
ORD00003539,PROD00494,1,299.68,Pet Supplies,West,India,Completed,18.77
ORD00003539,PROD00494,5,1070.5,Home & Kitchen,West,India,Completed,18.77
ORD00003539,PROD00494,1,46.91,Automotive,West,India,Completed,18.77
ORD00003540,PROD00219,4,1192.54,Automotive,East,UK,Completed,1.51
ORD00003540,PROD00219,2,131.21,Toys,East,UK,Completed,1.51
ORD00003540,PROD00219,4,244.2,Office Supplies,East,UK,Completed,1.51
ORD00003540,PROD00219,1,79.36,Home & Kitchen,East,UK,Completed,1.51
ORD00003541,PROD00233,8,658.24,Sports,Central,Japan,Completed,708.09
ORD00003542,PROD00310,5,628.23,Beauty,North,UK,Shipped,29.19
ORD00003542,PROD00310,1,100.12,Electronics,North,UK,Shipped,29.19
ORD00003543,PROD00187,3,732.9,Toys,East,Australia,Completed,343.53
ORD00003543,PROD00187,3,328.2,Toys,East,Australia,Completed,343.53
ORD00003543,PROD00187,3,263.07,Office Supplies,East,Australia,Completed,343.53
ORD00003543,PROD00187,2,323.49,Sports,East,Australia,Completed,343.53
ORD00003543,PROD00187,1,135.04,Toys,East,Australia,Completed,343.53
ORD00003544,PROD00124,5,307.8,Pet Supplies,East,India,Completed,494.94
ORD00003544,PROD00124,4,447.44,Electronics,East,India,Completed,494.94
ORD00003544,PROD00124,4,446.93,Home & Kitchen,East,India,Completed,494.94
ORD00003544,PROD00124,3,405.4,Beauty,East,India,Completed,494.94
ORD00003544,PROD00124,1,46.05,Books,East,India,Completed,494.94
ORD00003545,PROD00319,5,739.12,Automotive,North,Australia,Completed,622.62
ORD00003545,PROD00319,5,642.47,Fashion,North,Australia,Completed,622.62
ORD00003545,PROD00319,5,1896.15,Office Supplies,North,Australia,Completed,622.62
ORD00003545,PROD00319,2,210.68,Home & Kitchen,North,Australia,Completed,622.62
ORD00003545,PROD00319,1,41.38,Sports,North,Australia,Completed,622.62
ORD00003546,PROD00476,5,371.1,Beauty,East,France,Completed,513.22
ORD00003546,PROD00476,2,113.78,Books,East,France,Completed,513.22
ORD00003546,PROD00476,1,111.46,Books,East,France,Completed,513.22
ORD00003547,PROD00459,3,439.2,Sports,East,UK,Completed,63.59
ORD00003547,PROD00459,2,424.98,Sports,East,UK,Completed,63.59
ORD00003547,PROD00459,2,560.9,Sports,East,UK,Completed,63.59
ORD00003547,PROD00459,5,381.05,Pet Supplies,East,UK,Completed,63.59
ORD00003547,PROD00459,1,54.05,Books,East,UK,Completed,63.59
ORD00003548,PROD00184,4,430.76,Beauty,North,USA,Completed,293.15
ORD00003548,PROD00184,5,263.03,Pet Supplies,North,USA,Completed,293.15
ORD00003548,PROD00184,1,97.49,Fashion,North,USA,Completed,293.15
ORD00003549,PROD00152,4,556.48,Fashion,South,France,Completed,13.18
ORD00003549,PROD00152,2,1359.26,Home & Kitchen,South,France,Completed,13.18
ORD00003549,PROD00152,1,201.35,Toys,South,France,Completed,13.18
ORD00003549,PROD00152,1,87.41,Beauty,South,France,Completed,13.18
ORD00003550,PROD00257,1,74.35,Beauty,South,Canada,Completed,189.53
ORD00003550,PROD00257,1,304.45,Office Supplies,South,Canada,Completed,189.53
ORD00003551,PROD00085,3,221.91,Beauty,Central,USA,Shipped,567.32
ORD00003551,PROD00085,3,401.82,Home & Kitchen,Central,USA,Shipped,567.32
ORD00003551,PROD00085,1,228.27,Automotive,Central,USA,Shipped,567.32
ORD00003552,PROD00157,1,174.22,Books,Central,Japan,Completed,142.29
ORD00003552,PROD00157,2,190.64,Sports,Central,Japan,Completed,142.29
ORD00003552,PROD00157,2,182.7,Pet Supplies,Central,Japan,Completed,142.29
ORD00003552,PROD00157,3,186.99,Sports,Central,Japan,Completed,142.29
ORD00003552,PROD00157,1,65.29,Pet Supplies,Central,Japan,Completed,142.29
ORD00003553,PROD00083,2,369.64,Sports,North,Japan,Completed,79.35
ORD00003553,PROD00083,5,1556.75,Beauty,North,Japan,Completed,79.35
ORD00003553,PROD00083,1,136.2,Home & Kitchen,North,Japan,Completed,79.35
ORD00003553,PROD00083,1,40.75,Books,North,Japan,Completed,79.35
ORD00003554,PROD00133,3,220.65,Fashion,West,Canada,Completed,254.88
ORD00003555,PROD00349,3,297.97,Beauty,Central,Germany,Completed,85.67
ORD00003555,PROD00349,1,41.4,Home & Kitchen,Central,Germany,Completed,85.67
ORD00003556,PROD00267,3,230.53,Automotive,Central,Germany,Completed,340.47
ORD00003557,PROD00006,2,118.05,Electronics,South,Australia,Completed,17.16
ORD00003557,PROD00006,3,246.18,Office Supplies,South,Australia,Completed,17.16
ORD00003557,PROD00006,5,634.7,Fashion,South,Australia,Completed,17.16
ORD00003557,PROD00006,1,74.54,Office Supplies,South,Australia,Completed,17.16
ORD00003558,PROD00412,1,537.98,Books,West,India,Cancelled,205.7
ORD00003559,PROD00344,3,222.81,Toys,Central,India,Shipped,474.83
ORD00003559,PROD00344,2,197.12,Fashion,Central,India,Shipped,474.83
ORD00003559,PROD00344,1,298.13,Automotive,Central,India,Shipped,474.83
ORD00003560,PROD00184,4,387.68,Beauty,Central,India,Completed,281.72
ORD00003560,PROD00184,1,102.67,Office Supplies,Central,India,Completed,281.72
ORD00003560,PROD00184,5,1136.75,Home & Kitchen,Central,India,Completed,281.72
ORD00003560,PROD00184,1,155.87,Fashion,Central,India,Completed,281.72
ORD00003561,PROD00165,1,148.31,Books,Central,Germany,Completed,22.85
ORD00003562,PROD00277,1,229.12,Pet Supplies,East,Canada,Completed,183.07
ORD00003563,PROD00382,2,1186.41,Books,South,USA,Completed,93.6
ORD00003563,PROD00382,1,37.15,Beauty,South,USA,Completed,93.6
ORD00003564,PROD00345,1,158.98,Beauty,North,Canada,Completed,53.11
ORD00003565,PROD00179,5,443.45,Beauty,North,Germany,Pending,486.88
ORD00003566,PROD00145,2,225.42,Home & Kitchen,North,USA,Shipped,314.44
ORD00003566,PROD00145,4,718.45,Toys,North,USA,Shipped,314.44
ORD00003566,PROD00145,1,87.55,Fashion,North,USA,Shipped,314.44
ORD00003567,PROD00426,3,139.43,Office Supplies,North,India,Completed,848.03
ORD00003567,PROD00426,2,598.86,Toys,North,India,Completed,848.03
ORD00003567,PROD00426,1,114.61,Toys,North,India,Completed,848.03
ORD00003567,PROD00426,1,468.06,Automotive,North,India,Completed,848.03
ORD00003568,PROD00134,1,315.65,Automotive,West,Germany,Completed,601.13
ORD00003569,PROD00431,3,269.99,Sports,West,Japan,Completed,279.4
ORD00003569,PROD00431,1,32.07,Pet Supplies,West,Japan,Completed,279.4
ORD00003570,PROD00229,3,223.1,Home & Kitchen,North,Japan,Completed,1.33
ORD00003570,PROD00229,1,60.14,Sports,North,Japan,Completed,1.33
ORD00003571,PROD00304,2,82.4,Books,Central,Japan,Completed,153.86
ORD00003571,PROD00304,1,90.03,Home & Kitchen,Central,Japan,Completed,153.86
ORD00003572,PROD00487,3,449.72,Beauty,Central,France,Completed,67.89
ORD00003572,PROD00487,4,617.58,Electronics,Central,France,Completed,67.89
ORD00003572,PROD00487,2,229.71,Office Supplies,Central,France,Completed,67.89
ORD00003572,PROD00487,1,147.13,Automotive,Central,France,Completed,67.89
ORD00003573,PROD00453,5,524.45,Books,West,France,Completed,360.83
ORD00003573,PROD00453,5,432.39,Sports,West,France,Completed,360.83
ORD00003573,PROD00453,1,44.68,Pet Supplies,West,France,Completed,360.83
ORD00003573,PROD00453,1,341.17,Home & Kitchen,West,France,Completed,360.83
ORD00003573,PROD00453,1,158.09,Office Supplies,West,France,Completed,360.83
ORD00003574,PROD00348,1,137.44,Home & Kitchen,Central,Germany,Completed,65.19
ORD00003575,PROD00044,1,159.15,Sports,Central,USA,Completed,50.18
ORD00003575,PROD00044,1,95.76,Pet Supplies,Central,USA,Completed,50.18
ORD00003575,PROD00044,4,263.57,Automotive,Central,USA,Completed,50.18
ORD00003575,PROD00044,1,280.45,Sports,Central,USA,Completed,50.18
ORD00003576,PROD00367,3,336.93,Books,Central,France,Completed,222.49
ORD00003576,PROD00367,2,218.8,Toys,Central,France,Completed,222.49
ORD00003576,PROD00367,4,450.44,Home & Kitchen,Central,France,Completed,222.49
ORD00003576,PROD00367,1,43.43,Beauty,Central,France,Completed,222.49
ORD00003577,PROD00310,4,529.04,Beauty,Central,UK,Completed,71.07
ORD00003577,PROD00310,2,218.48,Home & Kitchen,Central,UK,Completed,71.07
ORD00003577,PROD00310,1,634.82,Fashion,Central,UK,Completed,71.07
ORD00003578,PROD00059,3,262.65,Automotive,East,France,Cancelled,96.03
ORD00003578,PROD00059,2,605,Home & Kitchen,East,France,Cancelled,96.03
ORD00003578,PROD00059,5,503.24,Sports,East,France,Cancelled,96.03
ORD00003578,PROD00059,5,972.75,Sports,East,France,Cancelled,96.03
ORD00003578,PROD00059,1,231.24,Home & Kitchen,East,France,Cancelled,96.03
ORD00003579,PROD00216,5,165.92,Office Supplies,Central,Canada,Completed,316.27
ORD00003579,PROD00216,1,143.62,Toys,Central,Canada,Completed,316.27
ORD00003579,PROD00216,5,877.05,Office Supplies,Central,Canada,Completed,316.27
ORD00003579,PROD00216,1,49.21,Office Supplies,Central,Canada,Completed,316.27
ORD00003580,PROD00228,1,50.06,Books,West,Japan,Completed,30.13
ORD00003580,PROD00228,1,94.15,Toys,West,Japan,Completed,30.13
ORD00003581,PROD00436,2,156.28,Fashion,South,India,Completed,6.19
ORD00003581,PROD00436,5,1490.67,Automotive,South,India,Completed,6.19
ORD00003581,PROD00436,4,909.4,Home & Kitchen,South,India,Completed,6.19
ORD00003581,PROD00436,1,115.2,Home & Kitchen,South,India,Completed,6.19
ORD00003582,PROD00141,4,335.14,Beauty,South,France,Completed,162.58
ORD00003582,PROD00141,2,317.14,Toys,South,France,Completed,162.58
ORD00003582,PROD00141,1,679.63,Home & Kitchen,South,France,Completed,162.58
ORD00003583,PROD00085,2,133.15,Beauty,East,Japan,Shipped,441.58
ORD00003583,PROD00085,1,276.51,Home & Kitchen,East,Japan,Shipped,441.58
ORD00003584,PROD00254,3,168.12,Pet Supplies,West,Canada,Completed,146.75
ORD00003584,PROD00254,1,102.19,Home & Kitchen,West,Canada,Completed,146.75
ORD00003584,PROD00254,1,70.56,Toys,West,Canada,Completed,146.75
ORD00003584,PROD00254,4,301.44,Sports,West,Canada,Completed,146.75
ORD00003584,PROD00254,1,119.77,Office Supplies,West,Canada,Completed,146.75
ORD00003585,PROD00065,1,87.74,Fashion,South,Japan,Completed,201.94
ORD00003585,PROD00065,1,400.46,Home & Kitchen,South,Japan,Completed,201.94
ORD00003586,PROD00104,4,516.46,Toys,East,Japan,Completed,127.08
ORD00003586,PROD00104,1,126.94,Fashion,East,Japan,Completed,127.08
ORD00003587,PROD00433,4,187.44,Books,East,France,Completed,167.81
ORD00003587,PROD00433,4,659.76,Automotive,East,France,Completed,167.81
ORD00003587,PROD00433,4,159.08,Office Supplies,East,France,Completed,167.81
ORD00003587,PROD00433,1,20.64,Fashion,East,France,Completed,167.81
ORD00003588,PROD00497,6,443.22,Books,North,Germany,Completed,510.03
ORD00003589,PROD00240,5,5284.55,Home & Kitchen,Central,USA,Completed,14.8
ORD00003589,PROD00240,1,131.76,Sports,Central,USA,Completed,14.8
ORD00003589,PROD00240,2,324.17,Toys,Central,USA,Completed,14.8
ORD00003589,PROD00240,4,621.95,Fashion,Central,USA,Completed,14.8
ORD00003589,PROD00240,1,74.64,Sports,Central,USA,Completed,14.8
ORD00003590,PROD00376,5,204.3,Office Supplies,East,India,Completed,476.53
ORD00003590,PROD00376,5,516.95,Sports,East,India,Completed,476.53
ORD00003590,PROD00376,1,96.47,Toys,East,India,Completed,476.53
ORD00003590,PROD00376,1,40.31,Beauty,East,India,Completed,476.53
ORD00003591,PROD00297,1,125.45,Pet Supplies,North,Japan,Shipped,574.28
ORD00003591,PROD00297,3,944.85,Pet Supplies,North,Japan,Shipped,574.28
ORD00003591,PROD00297,1,99.73,Sports,North,Japan,Shipped,574.28
ORD00003592,PROD00101,5,599.25,Toys,East,UK,Completed,242.81
ORD00003592,PROD00101,3,213.62,Fashion,East,UK,Completed,242.81
ORD00003592,PROD00101,1,90.81,Books,East,UK,Completed,242.81
ORD00003593,PROD00254,3,168.12,Pet Supplies,West,Australia,Completed,97.73
ORD00003593,PROD00254,1,132.26,Beauty,West,Australia,Completed,97.73
ORD00003594,PROD00288,2,349.56,Books,Central,USA,Returned,44.76
ORD00003594,PROD00288,3,100.38,Home & Kitchen,Central,USA,Returned,44.76
ORD00003594,PROD00288,1,166.16,Automotive,Central,USA,Returned,44.76
ORD00003595,PROD00124,4,246.24,Pet Supplies,West,Japan,Completed,131.73
ORD00003595,PROD00124,4,1023.2,Home & Kitchen,West,Japan,Completed,131.73
ORD00003595,PROD00124,3,3012.19,Home & Kitchen,West,Japan,Completed,131.73
ORD00003595,PROD00124,2,151.02,Sports,West,Japan,Completed,131.73
