OrderID,OrderDate,CustomerID,TotalAmount,OrderStatus,ShippingDate,DeliveryDate,Country,Region,Category
ORD00000702,30/04/2021,CUST000386,320,Completed,04/05/2021,10/05/2021,Canada,Central,Sports
ORD00000703,24/05/2025,CUST001203,129.86,Completed,29/05/2025,07/06/2025,Australia,East,Pet Supplies
ORD00000704,16/03/2026,CUST004971,331.26,Completed,18/03/2026,27/03/2026,Australia,Central,Fashion
ORD00000705,29/05/2023,CUST004977,8.75,Pending,02/06/2023,,India,West,Automotive
ORD00000706,20/09/2022,CUST002591,39.6,Completed,21/09/2022,29/09/2022,India,East,Office Supplies
ORD00000707,28/02/2025,CUST004187,474.4,Completed,05/03/2025,11/03/2025,France,Central,Sports
ORD00000708,21/02/2022,CUST002772,218.51,Completed,24/02/2022,27/02/2022,UK,West,Beauty
ORD00000709,17/06/2025,CUST003623,133.43,Completed,19/06/2025,24/06/2025,Japan,South,Books
ORD00000710,12/06/2022,CUST000821,85.03,Completed,15/06/2022,18/06/2022,Germany,North,Pet Supplies
ORD00000711,27/07/2023,CUST003605,225.97,Completed,28/07/2023,01/08/2023,India,West,Books
ORD00000712,19/11/2025,CUST003920,0.1,Completed,24/11/2025,30/11/2025,Japan,North,Fashion
ORD00000713,16/10/2025,CUST002244,89.24,Completed,19/10/2025,26/10/2025,Australia,North,Beauty
ORD00000714,14/02/2024,CUST004171,52.88,Completed,19/02/2024,23/02/2024,USA,South,Toys
ORD00000715,29/06/2023,CUST000524,64.77,Shipped,02/07/2023,,Germany,North,Pet Supplies
ORD00000716,29/07/2020,CUST000839,212.37,Pending,31/07/2020,,UK,Central,Automotive
ORD00000717,14/08/2023,CUST000404,75.47,Completed,16/08/2023,26/08/2023,India,North,Home & Kitchen
ORD00000718,11/04/2021,CUST002657,27.57,Completed,15/04/2021,19/04/2021,Japan,West,Books
ORD00000719,02/06/2020,CUST004775,65.23,Shipped,06/06/2020,,UK,North,Office Supplies
ORD00000720,18/01/2025,CUST003657,526.48,Completed,23/01/2025,28/01/2025,France,Central,Automotive
ORD00000721,08/08/2022,CUST002479,51.51,Completed,11/08/2022,18/08/2022,India,East,Automotive
ORD00000722,14/12/2022,CUST003376,21.43,Completed,18/12/2022,25/12/2022,France,North,Books
ORD00000723,11/04/2020,CUST001900,38.28,Completed,15/04/2020,24/04/2020,Germany,South,Pet Supplies
ORD00000724,06/05/2023,CUST000178,300.6,Completed,07/05/2023,12/05/2023,France,West,Office Supplies
ORD00000725,16/11/2026,CUST002616,384.53,Completed,20/11/2026,30/11/2026,Germany,East,Home & Kitchen
ORD00000726,03/09/2025,CUST001707,540.02,Completed,04/09/2025,14/09/2025,India,South,Fashion
ORD00000727,08/02/2024,CUST003712,724.68,Completed,10/02/2024,15/02/2024,Germany,West,Home & Kitchen
ORD00000728,03/12/2024,CUST001914,585.06,Completed,04/12/2024,10/12/2024,Japan,West,Pet Supplies
ORD00000729,03/06/2020,CUST001120,86.17,Completed,08/06/2020,16/06/2020,USA,South,Sports
ORD00000730,09/04/2026,CUST003018,233.74,Completed,12/04/2026,18/04/2026,Australia,Central,Beauty
ORD00000731,17/07/2022,CUST001435,9.78,Completed,20/07/2022,28/07/2022,France,Central,Automotive
ORD00000732,09/10/2020,CUST004506,449.2,Completed,12/10/2020,19/10/2020,Japan,South,Sports
ORD00000733,10/01/2026,CUST002028,145.1,Completed,15/01/2026,24/01/2026,India,East,Pet Supplies
ORD00000734,08/04/2020,CUST003823,14.29,Completed,10/04/2020,19/04/2020,Canada,North,Books
ORD00000735,12/04/2025,CUST002086,331.04,Completed,16/04/2025,20/04/2025,Japan,North,Books
ORD00000736,15/11/2023,CUST004689,104.78,Completed,18/11/2023,22/11/2023,Australia,East,Automotive
ORD00000737,17/06/2025,CUST002194,272.37,Completed,22/06/2025,26/06/2025,India,West,Automotive
ORD00000738,15/12/2024,CUST000025,330.23,Completed,18/12/2024,23/12/2024,India,East,Home & Kitchen
ORD00000739,09/11/2021,CUST000631,118.58,Completed,14/11/2021,23/11/2021,Australia,North,Office Supplies
ORD00000740,01/05/2026,CUST004521,626.43,Completed,02/05/2026,09/05/2026,UK,West,Toys
ORD00000741,09/02/2021,CUST001868,33.95,Completed,12/02/2021,22/02/2021,Germany,South,Beauty
ORD00000742,02/05/2024,CUST000480,155.27,Completed,07/05/2024,13/05/2024,Japan,South,Office Supplies
ORD00000743,17/06/2025,CUST003685,238.43,Completed,20/06/2025,25/06/2025,Canada,Central,Home & Kitchen
ORD00000744,19/08/2026,CUST001028,391.44,Completed,24/08/2026,30/08/2026,Japan,West,Fashion
ORD00000745,04/04/2022,CUST000235,263.12,Completed,06/04/2022,14/04/2022,Australia,South,Home & Kitchen
ORD00000746,01/05/2020,CUST004712,44.8,Completed,06/05/2020,11/05/2020,Australia,East,Sports
ORD00000747,22/04/2021,CUST004570,136.04,Completed,24/04/2021,04/05/2021,USA,Central,Books
ORD00000748,25/02/2025,CUST001009,43.47,Completed,02/03/2025,11/03/2025,Germany,Central,Automotive
ORD00000749,22/08/2024,CUST003568,739.05,Completed,23/08/2024,31/08/2024,France,East,Toys
ORD00000750,02/06/2024,CUST001971,127.72,Completed,05/06/2024,08/06/2024,Australia,North,Office Supplies
ORD00000751,04/07/2021,CUST001049,237.22,Completed,06/07/2021,12/07/2021,Germany,East,Toys
ORD00000752,05/01/2023,CUST004821,3.78,Completed,10/01/2023,16/01/2023,UK,Central,Home & Kitchen
ORD00000753,27/11/2024,CUST003469,85.18,Completed,02/12/2024,11/12/2024,Japan,West,Home & Kitchen
ORD00000754,22/06/2025,CUST002934,206.72,Completed,27/06/2025,01/07/2025,France,North,Beauty
ORD00000755,26/04/2025,CUST003706,637.92,Completed,01/05/2025,06/05/2025,Australia,Central,Beauty
ORD00000756,31/05/2023,CUST002262,165.76,Completed,04/06/2023,11/06/2023,India,North,Fashion
ORD00000757,20/04/2020,CUST001346,233.62,Completed,22/04/2020,30/04/2020,Japan,North,Toys
ORD00000758,13/09/2020,CUST003752,69.46,Shipped,16/09/2020,,Germany,South,Pet Supplies
ORD00000759,16/01/2024,CUST003558,150.63,Completed,19/01/2024,28/01/2024,Japan,East,Fashion
ORD00000760,03/08/2020,CUST000902,12.78,Completed,08/08/2020,18/08/2020,UK,Central,Home & Kitchen
ORD00000761,09/06/2021,CUST003110,221.71,Completed,11/06/2021,19/06/2021,Japan,Central,Pet Supplies
ORD00000762,11/04/2024,CUST002744,73.27,Completed,14/04/2024,19/04/2024,UK,South,Office Supplies
ORD00000763,18/01/2022,CUST003982,336.79,Completed,22/01/2022,29/01/2022,UK,North,Automotive
ORD00000764,14/01/2021,CUST002447,259.93,Completed,19/01/2021,25/01/2021,Germany,West,Sports
ORD00000765,20/02/2026,CUST002650,873.48,Cancelled,,,Australia,West,Fashion
ORD00000766,02/10/2023,CUST002813,173.18,Completed,03/10/2023,09/10/2023,Australia,East,Fashion
ORD00000767,15/01/2023,CUST002364,208.84,Shipped,18/01/2023,,Australia,North,Office Supplies
ORD00000768,23/06/2024,CUST003942,402.33,Completed,25/06/2024,01/07/2024,Germany,South,Beauty
ORD00000769,03/06/2026,CUST000007,49.18,Completed,06/06/2026,12/06/2026,Germany,Central,Sports
ORD00000770,14/08/2022,CUST000542,171.98,Pending,17/08/2022,,Australia,West,Toys
ORD00000771,04/02/2023,CUST003097,6.52,Completed,05/02/2023,15/02/2023,Canada,North,Books
ORD00000772,12/04/2023,CUST004754,148.32,Completed,14/04/2023,18/04/2023,India,West,Home & Kitchen
ORD00000773,13/04/2021,CUST002136,21.86,Completed,18/04/2021,28/04/2021,India,North,Fashion
ORD00000774,12/08/2026,CUST002596,72.41,Completed,14/08/2026,17/08/2026,Canada,East,Beauty
ORD00000775,31/03/2023,CUST000115,97.24,Completed,05/04/2023,11/04/2023,Canada,West,Home & Kitchen
ORD00000776,10/12/2024,CUST004060,211.22,Completed,14/12/2024,20/12/2024,UK,North,Office Supplies
ORD00000777,31/07/2020,CUST004329,126.73,Completed,03/08/2020,06/08/2020,Canada,South,Books
ORD00000778,13/02/2021,CUST004391,8.56,Cancelled,,,Japan,West,Electronics
ORD00000779,17/12/2020,CUST002557,105.82,Completed,19/12/2020,27/12/2020,Germany,North,Office Supplies
ORD00000780,12/01/2021,CUST000532,21.64,Completed,15/01/2021,25/01/2021,USA,East,Pet Supplies
ORD00000781,30/12/2025,CUST003380,368.31,Completed,01/01/2026,04/01/2026,Australia,North,Sports
ORD00000782,13/06/2025,CUST004494,313.03,Completed,14/06/2025,18/06/2025,France,West,Beauty
ORD00000783,04/07/2020,CUST003321,102.28,Completed,09/07/2020,16/07/2020,Germany,South,Toys
ORD00000784,11/06/2021,CUST002709,183.46,Completed,15/06/2021,24/06/2021,UK,South,Books
ORD00000785,22/02/2026,CUST000019,124.52,Shipped,24/02/2026,,Australia,East,Fashion
ORD00000786,26/06/2026,CUST001622,511.27,Pending,28/06/2026,,Germany,North,Beauty
ORD00000787,22/10/2020,CUST003050,62.16,Completed,25/10/2020,31/10/2020,France,North,Home & Kitchen
ORD00000788,20/02/2020,CUST003312,48.18,Completed,21/02/2020,27/02/2020,France,Central,Home & Kitchen
ORD00000789,10/08/2020,CUST001516,105.54,Completed,15/08/2020,23/08/2020,Canada,Central,Sports
ORD00000790,04/10/2023,CUST000155,4.37,Pending,07/10/2023,,Germany,North,Home & Kitchen
ORD00000791,19/07/2021,CUST001378,194.97,Completed,22/07/2021,26/07/2021,UK,North,Beauty
ORD00000792,30/03/2023,CUST001257,206.24,Completed,31/03/2023,10/04/2023,UK,North,Sports
ORD00000793,30/05/2020,CUST000845,34.34,Completed,02/06/2020,10/06/2020,Canada,South,Beauty
ORD00000794,08/08/2026,CUST004640,32.11,Completed,10/08/2026,19/08/2026,India,East,Pet Supplies
ORD00000795,04/10/2024,CUST002047,26.6,Completed,06/10/2024,11/10/2024,USA,South,Beauty
ORD00000796,11/06/2021,CUST001112,351.29,Completed,13/06/2021,16/06/2021,UK,South,Home & Kitchen
ORD00000797,01/08/2023,CUST001902,267.11,Completed,06/08/2023,11/08/2023,Germany,North,Automotive
ORD00000798,12/07/2020,CUST003052,17.26,Completed,16/07/2020,19/07/2020,India,East,Fashion
ORD00000799,26/01/2021,CUST000380,48,Completed,27/01/2021,02/02/2021,Australia,East,Electronics
ORD00000800,14/11/2022,CUST004377,231.07,Completed,17/11/2022,21/11/2022,Japan,West,Fashion
ORD00000801,27/02/2022,CUST001867,272.13,Completed,01/03/2022,10/03/2022,Australia,West,Toys
ORD00000802,23/04/2021,CUST001759,5.85,Completed,25/04/2021,02/05/2021,UK,North,Sports
ORD00000803,06/10/2023,CUST003373,63.8,Completed,09/10/2023,15/10/2023,India,Central,Books
ORD00000804,31/05/2023,CUST001522,487.84,Completed,05/06/2023,12/06/2023,USA,West,Automotive
ORD00000805,01/11/2026,CUST003627,4.4,Completed,05/11/2026,10/11/2026,UK,South,Home & Kitchen
ORD00000806,16/12/2022,CUST004782,58.99,Completed,21/12/2022,27/12/2022,France,West,Pet Supplies
ORD00000807,01/01/2023,CUST001425,585.52,Completed,02/01/2023,10/01/2023,France,North,Beauty
ORD00000808,10/10/2022,CUST003583,184.27,Completed,14/10/2022,24/10/2022,USA,North,Home & Kitchen
ORD00000809,20/09/2022,CUST002267,58.11,Completed,25/09/2022,03/10/2022,USA,Central,Sports
ORD00000810,27/12/2021,CUST003866,14.44,Completed,29/12/2021,02/01/2022,France,Central,Fashion
ORD00000811,02/10/2023,CUST001455,6.74,Returned,06/10/2023,15/10/2023,Germany,Central,Office Supplies
ORD00000812,28/02/2024,CUST002724,63.99,Completed,04/03/2024,11/03/2024,Canada,North,Fashion
ORD00000813,21/06/2025,CUST003196,660.09,Completed,23/06/2025,29/06/2025,USA,West,Fashion
ORD00000814,23/09/2025,CUST000497,172.36,Pending,28/09/2025,,India,Central,Automotive
ORD00000815,01/09/2024,CUST002459,350.54,Completed,02/09/2024,10/09/2024,France,South,Books
ORD00000816,16/06/2022,CUST002042,451.52,Completed,20/06/2022,28/06/2022,Canada,North,Beauty
ORD00000817,14/10/2021,CUST002364,79.45,Completed,18/10/2021,25/10/2021,Australia,North,Home & Kitchen
ORD00000818,01/06/2024,CUST003558,56.11,Completed,04/06/2024,12/06/2024,Japan,East,Books
ORD00000819,03/05/2022,CUST004598,127.48,Completed,08/05/2022,17/05/2022,USA,North,Automotive
ORD00000820,05/06/2021,CUST004724,324.97,Shipped,10/06/2021,,Germany,West,Pet Supplies
ORD00000821,20/10/2022,CUST001263,318.27,Completed,23/10/2022,01/11/2022,Canada,West,Home & Kitchen
ORD00000822,15/07/2025,CUST004853,27.65,Completed,17/07/2025,25/07/2025,Canada,East,Home & Kitchen
ORD00000823,28/04/2025,CUST000671,357.59,Completed,30/04/2025,09/05/2025,USA,South,Fashion
ORD00000824,15/03/2022,CUST004482,143.69,Completed,17/03/2022,23/03/2022,USA,West,Beauty
ORD00000825,19/03/2023,CUST003366,506.2,Completed,24/03/2023,02/04/2023,Canada,South,Home & Kitchen
ORD00000826,06/10/2022,CUST004733,25.27,Completed,07/10/2022,11/10/2022,Australia,East,Sports
ORD00000827,29/05/2024,CUST004411,201.58,Completed,31/05/2024,10/06/2024,Australia,Central,Books
ORD00000828,14/08/2026,CUST001937,758.91,Completed,19/08/2026,23/08/2026,Australia,West,Automotive
ORD00000829,27/08/2024,CUST000788,144.86,Shipped,30/08/2024,,India,West,Pet Supplies
ORD00000830,10/08/2025,CUST000683,207.44,Completed,11/08/2025,17/08/2025,Canada,Central,Books
ORD00000831,06/03/2025,CUST000725,21.7,Completed,07/03/2025,17/03/2025,Canada,South,Beauty
ORD00000832,02/05/2022,CUST003883,57.04,Completed,04/05/2022,14/05/2022,Germany,East,Fashion
ORD00000833,11/11/2021,CUST000034,78.96,Completed,12/11/2021,21/11/2021,Germany,North,Sports
ORD00000834,28/05/2025,CUST004538,890.21,Completed,29/05/2025,03/06/2025,Japan,West,Home & Kitchen
ORD00000835,02/05/2024,CUST002254,86.64,Completed,07/05/2024,12/05/2024,Australia,West,Sports
ORD00000836,16/05/2021,CUST002339,82.66,Completed,20/05/2021,27/05/2021,Australia,South,Pet Supplies
ORD00000837,15/12/2024,CUST003252,415.76,Completed,17/12/2024,24/12/2024,Japan,North,Automotive
ORD00000838,13/08/2021,CUST004737,25.53,Completed,15/08/2021,22/08/2021,UK,East,Pet Supplies
ORD00000839,11/11/2023,CUST003322,208.34,Pending,13/11/2023,,Japan,Central,Office Supplies
ORD00000840,22/02/2022,CUST004898,201.5,Completed,23/02/2022,02/03/2022,UK,Central,Home & Kitchen
ORD00000841,16/02/2020,CUST001764,145.9,Completed,20/02/2020,27/02/2020,Canada,Central,Electronics
ORD00000842,02/09/2025,CUST000655,313.05,Completed,03/09/2025,12/09/2025,Canada,South,Office Supplies
ORD00000843,18/04/2024,CUST002394,286.57,Completed,23/04/2024,02/05/2024,UK,East,Fashion
ORD00000844,23/01/2025,CUST000210,35.48,Completed,27/01/2025,02/02/2025,Australia,Central,Pet Supplies
ORD00000845,13/06/2022,CUST002693,524.43,Completed,15/06/2022,18/06/2022,Australia,North,Toys
ORD00000846,05/03/2021,CUST003192,17.83,Completed,06/03/2021,09/03/2021,UK,East,Fashion
ORD00000847,10/04/2021,CUST003288,193.1,Completed,12/04/2021,19/04/2021,UK,North,Fashion
ORD00000848,24/07/2026,CUST000278,142.46,Completed,25/07/2026,31/07/2026,Canada,Central,Automotive
ORD00000849,19/01/2023,CUST002228,502.19,Completed,21/01/2023,30/01/2023,Japan,North,Home & Kitchen
ORD00000850,28/05/2025,CUST001681,390.36,Completed,31/05/2025,04/06/2025,USA,North,Books
ORD00000851,26/02/2023,CUST000374,265.18,Completed,03/03/2023,10/03/2023,France,West,Fashion
ORD00000852,28/12/2020,CUST000509,37.76,Shipped,29/12/2020,,India,North,Automotive
ORD00000853,14/07/2025,CUST004920,237.54,Completed,16/07/2025,23/07/2025,Japan,East,Home & Kitchen
ORD00000854,07/02/2026,CUST000747,291.4,Completed,08/02/2026,15/02/2026,Australia,South,Home & Kitchen
ORD00000855,26/06/2026,CUST004836,518.66,Completed,27/06/2026,30/06/2026,Australia,South,Home & Kitchen
ORD00000856,30/06/2023,CUST001324,24.67,Completed,01/07/2023,10/07/2023,USA,Central,Pet Supplies
ORD00000857,04/09/2024,CUST000976,903.49,Pending,08/09/2024,,USA,South,Fashion
ORD00000858,15/05/2020,CUST000593,200.7,Completed,20/05/2020,26/05/2020,India,South,Office Supplies
ORD00000859,10/04/2023,CUST001183,67.85,Cancelled,,,UK,Central,Automotive
ORD00000860,01/04/2022,CUST002113,296.5,Shipped,06/04/2022,,Germany,Central,Books
ORD00000861,10/09/2023,CUST002477,170.36,Completed,15/09/2023,20/09/2023,Germany,South,Books
ORD00000862,02/09/2020,CUST001717,64.28,Completed,05/09/2020,14/09/2020,USA,East,Home & Kitchen
ORD00000863,08/09/2020,CUST003917,39.43,Returned,13/09/2020,17/09/2020,Australia,North,Office Supplies
ORD00000864,12/06/2025,CUST004848,268.29,Completed,13/06/2025,22/06/2025,India,West,Sports
ORD00000865,28/08/2020,CUST000655,135.04,Completed,31/08/2020,04/09/2020,Canada,South,Books
ORD00000866,19/12/2020,CUST004060,80.1,Completed,20/12/2020,25/12/2020,UK,North,Toys
ORD00000867,04/02/2021,CUST004776,108.89,Pending,07/02/2021,,UK,South,Electronics
ORD00000868,07/03/2020,CUST001109,99.44,Pending,10/03/2020,,UK,South,Toys
ORD00000869,18/01/2020,CUST001324,86.05,Completed,23/01/2020,27/01/2020,USA,Central,Books
ORD00000870,31/03/2023,CUST000754,11.42,Completed,01/04/2023,11/04/2023,USA,North,Pet Supplies
ORD00000871,10/05/2023,CUST002598,429.75,Pending,12/05/2023,,UK,Central,Automotive
ORD00000872,03/11/2020,CUST004978,88.48,Cancelled,,,Japan,South,Fashion
ORD00000873,05/05/2025,CUST004179,92.53,Completed,08/05/2025,15/05/2025,Japan,Central,Office Supplies
ORD00000874,21/10/2024,CUST001537,77.77,Completed,26/10/2024,30/10/2024,UK,North,Books
ORD00000875,02/06/2020,CUST004091,61.33,Completed,05/06/2020,09/06/2020,India,Central,Beauty
ORD00000876,01/04/2024,CUST001001,560.32,Returned,06/04/2024,11/04/2024,Germany,North,Automotive
ORD00000877,18/10/2022,CUST001244,92.62,Completed,19/10/2022,22/10/2022,France,East,Office Supplies
ORD00000878,07/11/2020,CUST001946,200.79,Pending,08/11/2020,,Australia,West,Toys
ORD00000879,11/06/2022,CUST002716,18.3,Completed,12/06/2022,21/06/2022,France,East,Pet Supplies
ORD00000880,29/01/2022,CUST003183,95.45,Completed,30/01/2022,06/02/2022,Canada,West,Sports
ORD00000881,11/11/2023,CUST002762,1497.5,Returned,13/11/2023,18/11/2023,France,South,Books
ORD00000882,28/07/2025,CUST002555,600.41,Completed,29/07/2025,06/08/2025,USA,East,Home & Kitchen
ORD00000883,05/03/2023,CUST003986,49.89,Pending,06/03/2023,,Canada,North,Sports
ORD00000884,25/03/2025,CUST004783,208.24,Completed,30/03/2025,06/04/2025,USA,East,Automotive
ORD00000885,02/11/2025,CUST004307,112.5,Completed,05/11/2025,12/11/2025,Australia,East,Home & Kitchen
ORD00000886,06/09/2025,CUST004672,167.84,Completed,11/09/2025,14/09/2025,Australia,West,Home & Kitchen
ORD00000887,05/05/2020,CUST003025,135.81,Completed,06/05/2020,14/05/2020,France,Central,Books
ORD00000888,07/11/2024,CUST003699,542.62,Pending,10/11/2024,,USA,East,Electronics
ORD00000889,04/07/2024,CUST001706,90.27,Completed,07/07/2024,14/07/2024,UK,South,Toys
ORD00000890,19/08/2021,CUST001510,370.2,Completed,23/08/2021,27/08/2021,USA,South,Home & Kitchen
ORD00000891,09/02/2025,CUST001279,237.59,Completed,13/02/2025,21/02/2025,Germany,West,Fashion
ORD00000892,17/07/2024,CUST003007,167.57,Completed,18/07/2024,21/07/2024,Japan,Central,Automotive
ORD00000893,05/05/2025,CUST000185,211.89,Completed,06/05/2025,13/05/2025,Germany,West,Pet Supplies
ORD00000894,31/03/2021,CUST001823,119.29,Returned,01/04/2021,10/04/2021,Canada,West,Toys
ORD00000895,16/09/2025,CUST003449,262.4,Completed,18/09/2025,28/09/2025,Australia,North,Electronics
ORD00000896,24/02/2021,CUST000043,74.54,Cancelled,,,Germany,Central,Pet Supplies
ORD00000897,13/08/2024,CUST003352,191.86,Completed,18/08/2024,25/08/2024,Japan,East,Office Supplies
ORD00000898,14/02/2021,CUST003981,21.51,Completed,16/02/2021,19/02/2021,France,Central,Office Supplies
ORD00000899,16/04/2025,CUST003340,505.52,Completed,18/04/2025,22/04/2025,USA,Central,Beauty
ORD00000900,13/05/2021,CUST002877,104.14,Completed,15/05/2021,20/05/2021,Germany,Central,Pet Supplies
ORD00000901,11/03/2026,CUST001214,47.82,Completed,13/03/2026,18/03/2026,India,South,Sports
ORD00000902,08/03/2023,CUST000108,307.16,Completed,13/03/2023,21/03/2023,Japan,Central,Toys
ORD00000903,29/09/2021,CUST004310,403.59,Completed,01/10/2021,08/10/2021,Germany,South,Toys
ORD00000904,10/05/2020,CUST000011,265.65,Completed,13/05/2020,20/05/2020,Canada,East,Toys
ORD00000905,26/01/2025,CUST004959,121.17,Completed,27/01/2025,31/01/2025,France,Central,Sports
ORD00000906,17/04/2021,CUST002018,18.99,Completed,20/04/2021,28/04/2021,Australia,North,Home & Kitchen
ORD00000907,06/03/2022,CUST002611,122.97,Pending,10/03/2022,,India,West,Office Supplies
ORD00000908,05/11/2021,CUST004347,23.93,Completed,10/11/2021,13/11/2021,USA,Central,Beauty
ORD00000909,23/11/2024,CUST002370,1006.49,Completed,24/11/2024,02/12/2024,Japan,Central,Pet Supplies
ORD00000910,27/06/2025,CUST004560,62.92,Completed,28/06/2025,08/07/2025,Canada,East,Books
ORD00000911,17/11/2025,CUST001969,123.86,Completed,18/11/2025,21/11/2025,France,West,Office Supplies
ORD00000912,25/10/2020,CUST000195,57.4,Completed,28/10/2020,04/11/2020,France,South,Electronics
ORD00000913,11/09/2023,CUST001988,112.74,Completed,14/09/2023,22/09/2023,Canada,West,Automotive
ORD00000914,01/06/2021,CUST004183,214.8,Pending,02/06/2021,,Germany,Central,Home & Kitchen
ORD00000915,11/12/2022,CUST002359,159.37,Completed,15/12/2022,25/12/2022,India,North,Electronics
ORD00000916,24/03/2023,CUST001056,39.93,Completed,29/03/2023,02/04/2023,Australia,Central,Toys
ORD00000917,19/09/2025,CUST004551,99.51,Completed,24/09/2025,03/10/2025,UK,North,Books
ORD00000918,28/06/2022,CUST002821,129.28,Returned,02/07/2022,05/07/2022,USA,Central,Home & Kitchen
ORD00000919,20/07/2022,CUST003807,38.22,Completed,25/07/2022,29/07/2022,India,East,Home & Kitchen
ORD00000920,20/08/2021,CUST000798,137.22,Completed,22/08/2021,01/09/2021,Canada,East,Toys
ORD00000921,23/10/2022,CUST001963,163.01,Completed,27/10/2022,30/10/2022,Canada,North,Beauty
ORD00000922,30/07/2023,CUST002720,372.22,Completed,04/08/2023,12/08/2023,France,Central,Home & Kitchen
ORD00000923,12/07/2025,CUST003049,1125.79,Completed,17/07/2025,20/07/2025,Germany,South,Automotive
ORD00000924,09/02/2026,CUST002280,737.71,Completed,11/02/2026,14/02/2026,Germany,North,Books
ORD00000925,12/09/2024,CUST004938,807.16,Completed,16/09/2024,19/09/2024,USA,Central,Sports
ORD00000926,05/05/2023,CUST002944,61.24,Completed,07/05/2023,16/05/2023,Japan,East,Automotive
ORD00000927,01/03/2020,CUST003091,11.57,Completed,02/03/2020,11/03/2020,India,South,Beauty
ORD00000928,20/09/2023,CUST003444,84.36,Completed,24/09/2023,04/10/2023,India,North,Toys
ORD00000929,24/01/2023,CUST003042,418.69,Shipped,28/01/2023,,Japan,East,Fashion
ORD00000930,05/12/2020,CUST003270,533.85,Completed,08/12/2020,17/12/2020,Australia,East,Toys
ORD00000931,16/01/2021,CUST001825,211.32,Completed,20/01/2021,24/01/2021,India,South,Books
ORD00000932,09/05/2023,CUST004815,25.49,Completed,14/05/2023,22/05/2023,Australia,East,Toys
ORD00000933,19/06/2022,CUST000168,532.07,Completed,24/06/2022,04/07/2022,USA,North,Automotive
ORD00000934,20/06/2024,CUST001317,146.74,Completed,25/06/2024,02/07/2024,Japan,South,Pet Supplies
ORD00000935,08/01/2023,CUST002469,1.72,Completed,12/01/2023,22/01/2023,Canada,North,Toys
ORD00000936,08/01/2022,CUST002647,84.96,Completed,09/01/2022,14/01/2022,India,West,Beauty
ORD00000937,11/09/2022,CUST001154,8.98,Completed,14/09/2022,21/09/2022,USA,South,Automotive
ORD00000938,29/09/2025,CUST000040,252.17,Completed,30/09/2025,10/10/2025,USA,South,Sports
ORD00000939,31/05/2021,CUST002522,56.03,Completed,01/06/2021,09/06/2021,USA,East,Books
ORD00000940,07/10/2022,CUST003264,124.14,Completed,12/10/2022,20/10/2022,Canada,North,Pet Supplies
ORD00000941,15/07/2023,CUST003757,279.69,Completed,18/07/2023,21/07/2023,Germany,West,Office Supplies
ORD00000942,22/04/2024,CUST001427,527.31,Completed,26/04/2024,05/05/2024,UK,South,Automotive
ORD00000943,02/03/2020,CUST001329,89.1,Completed,05/03/2020,15/03/2020,Australia,Central,Fashion
ORD00000944,08/09/2020,CUST001960,59.46,Completed,10/09/2020,15/09/2020,Canada,North,Sports
ORD00000945,16/12/2026,CUST002769,830.5,Completed,21/12/2026,26/12/2026,Germany,East,Toys
ORD00000946,29/06/2022,CUST000677,429.07,Completed,02/07/2022,07/07/2022,Australia,North,Fashion
ORD00000947,21/11/2025,CUST003170,54.3,Completed,23/11/2025,26/11/2025,USA,South,Home & Kitchen
ORD00000948,26/07/2021,CUST004957,140.27,Completed,30/07/2021,03/08/2021,Australia,Central,Sports
ORD00000949,17/12/2024,CUST001294,125.2,Completed,18/12/2024,23/12/2024,France,South,Beauty
ORD00000950,24/09/2026,CUST001138,17.52,Completed,26/09/2026,30/09/2026,Germany,East,Beauty
ORD00000951,26/07/2024,CUST003802,388.71,Pending,31/07/2024,,Germany,West,Toys
ORD00000952,25/12/2021,CUST000977,413.05,Completed,28/12/2021,02/01/2022,Australia,East,Beauty
ORD00000953,21/07/2024,CUST003134,62.46,Completed,26/07/2024,29/07/2024,Japan,North,Pet Supplies
ORD00000954,10/06/2024,CUST001813,444.11,Completed,12/06/2024,15/06/2024,UK,West,Automotive
ORD00000955,01/06/2022,CUST000993,342.76,Completed,03/06/2022,06/06/2022,USA,Central,Pet Supplies
ORD00000956,22/05/2023,CUST004356,541.08,Completed,25/05/2023,30/05/2023,India,West,Automotive
ORD00000957,03/07/2020,CUST003425,38.71,Completed,04/07/2020,07/07/2020,USA,East,Books
ORD00000958,11/03/2021,CUST004723,295.34,Completed,13/03/2021,19/03/2021,Germany,North,Pet Supplies
ORD00000959,10/03/2024,CUST001849,98.43,Completed,14/03/2024,18/03/2024,Japan,South,Automotive
ORD00000960,08/10/2026,CUST000507,293.47,Completed,09/10/2026,12/10/2026,USA,West,Home & Kitchen
ORD00000961,22/01/2022,CUST004766,7.62,Completed,25/01/2022,03/02/2022,USA,South,Fashion
ORD00000962,21/08/2021,CUST001510,6.52,Completed,24/08/2021,31/08/2021,USA,South,Automotive
ORD00000963,09/07/2025,CUST000525,516.23,Completed,14/07/2025,22/07/2025,Canada,South,Pet Supplies
ORD00000964,22/09/2026,CUST002533,213.54,Completed,23/09/2026,28/09/2026,Germany,South,Toys
ORD00000965,18/07/2022,CUST000004,70.84,Completed,21/07/2022,29/07/2022,Japan,Central,Home & Kitchen
ORD00000966,08/06/2022,CUST001120,37.88,Completed,10/06/2022,19/06/2022,USA,South,Beauty
