OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineTotal,Category
ORD00004029-02,ORD00004029,PROD00376,1,43.01,0,43.01,Office Supplies
ORD00004029-03,ORD00004029,PROD00282,1,180.71,0,180.71,Fashion
ORD00004030-01,ORD00004030,PROD00494,5,299.68,0.1,1348.56,Pet Supplies
ORD00004030-02,ORD00004030,PROD00402,2,97.21,0.1,174.98,Office Supplies
ORD00004030-03,ORD00004030,PROD00327,1,72.59,0.15,61.7,Pet Supplies
ORD00004031-01,ORD00004031,PROD00146,1,76.21,0,76.21,Pet Supplies
ORD00004032-01,ORD00004032,PROD00050,4,90.39,0,361.56,Automotive
ORD00004032-02,ORD00004032,PROD00022,1,82.06,0.05,77.96,Office Supplies
ORD00004032-03,ORD00004032,PROD00265,1,110.81,0,110.81,Sports
ORD00004033-01,ORD00004033,PROD00166,1,89.14,0.1,80.23,Electronics
ORD00004033-02,ORD00004033,PROD00434,1,113.15,0,113.15,Pet Supplies
ORD00004034-01,ORD00004034,PROD00426,5,54.68,0.15,232.39,Office Supplies
ORD00004034-02,ORD00004034,PROD00359,3,98.63,0,295.89,Books
ORD00004034-03,ORD00004034,PROD00392,1,122.02,0.05,115.92,Books
ORD00004035-01,ORD00004035,PROD00401,3,190.69,0.1,514.86,Toys
ORD00004036-01,ORD00004036,PROD00188,1,503.98,0,503.98,Pet Supplies
ORD00004037-01,ORD00004037,PROD00382,1,697.89,0.05,663,Books
ORD00004038-01,ORD00004038,PROD00280,4,123.42,0.15,419.63,Home & Kitchen
ORD00004038-02,ORD00004038,PROD00064,2,40.75,0.15,69.27,Books
ORD00004038-03,ORD00004038,PROD00125,1,369.58,0.15,314.14,Toys
ORD00004039-01,ORD00004039,PROD00106,1,142.13,0.15,120.81,Home & Kitchen
ORD00004040-01,ORD00004040,PROD00224,5,120.7,0,603.5,Pet Supplies
ORD00004040-02,ORD00004040,PROD00291,2,118.01,0.1,212.42,Beauty
ORD00004040-03,ORD00004040,PROD00323,1,73.95,0.1,66.56,Home & Kitchen
ORD00004041-01,ORD00004041,PROD00412,3,566.3,0.05,1613.95,Books
ORD00004041-02,ORD00004041,PROD00462,1,100.12,0,100.12,Electronics
ORD00004042-01,ORD00004042,PROD00496,2,106.35,0.15,180.79,Books
ORD00004042-02,ORD00004042,PROD00082,5,227.44,0.1,1023.48,Books
ORD00004042-03,ORD00004042,PROD00017,1,89.05,0,89.05,Home & Kitchen
ORD00004043-01,ORD00004043,PROD00006,1,62.13,0,62.13,Electronics
ORD00004043-02,ORD00004043,PROD00449,5,78.75,0,393.75,Home & Kitchen
ORD00004043-03,ORD00004043,PROD00055,1,110.61,0,110.61,Home & Kitchen
ORD00004044-01,ORD00004044,PROD00146,4,76.21,0,304.84,Pet Supplies
ORD00004044-02,ORD00004044,PROD00250,12,44.68,0.1,482.54,Pet Supplies
ORD00004045-01,ORD00004045,PROD00307,4,112.61,0,450.44,Home & Kitchen
ORD00004045-02,ORD00004045,PROD00250,5,44.68,0,223.4,Pet Supplies
ORD00004045-03,ORD00004045,PROD00420,1,197.84,0,197.84,Books
ORD00004046-01,ORD00004046,PROD00323,3,73.95,0,221.85,Home & Kitchen
ORD00004046-02,ORD00004046,PROD00230,1,57.81,0.1,52.03,Books
ORD00004046-03,ORD00004046,PROD00003,5,74.64,0,373.2,Sports
ORD00004046-04,ORD00004046,PROD00394,1,175.41,0.15,149.1,Office Supplies
ORD00004047-01,ORD00004047,PROD00414,4,318.51,0.1,1146.64,Pet Supplies
ORD00004047-02,ORD00004047,PROD00407,3,286.46,0.1,773.44,Electronics
ORD00004047-03,ORD00004047,PROD00299,4,72.54,0,290.16,Pet Supplies
ORD00004047-04,ORD00004047,PROD00141,1,98.57,0.1,88.71,Beauty
ORD00004048-01,ORD00004048,PROD00403,4,63.59,0.05,241.64,Pet Supplies
ORD00004048-02,ORD00004048,PROD00402,2,97.21,0,194.42,Office Supplies
ORD00004048-03,ORD00004048,PROD00100,1,94.31,0.1,84.88,Sports
ORD00004049-01,ORD00004049,PROD00482,5,105.34,0,526.7,Home & Kitchen
ORD00004049-02,ORD00004049,PROD00110,3,61.05,0.1,164.84,Office Supplies
ORD00004049-03,ORD00004049,PROD00465,3,314.95,0,944.85,Pet Supplies
ORD00004049-04,ORD00004049,PROD00243,1,49.15,0.05,46.69,Electronics
ORD00004050-01,ORD00004050,PROD00189,5,180.88,0,904.4,Sports
ORD00004050-02,ORD00004050,PROD00087,2,84.63,0,169.26,Home & Kitchen
ORD00004050-03,ORD00004050,PROD00086,1,44.19,0,44.19,Office Supplies
ORD00004050-04,ORD00004050,PROD00161,1,97.28,0,97.28,Beauty
ORD00004051-01,ORD00004051,PROD00270,1,201.35,0.1,181.22,Toys
ORD00004051-02,ORD00004051,PROD00436,5,78.14,0,390.7,Fashion
ORD00004051-03,ORD00004051,PROD00230,4,57.81,0.15,196.55,Books
ORD00004051-04,ORD00004051,PROD00495,1,75.43,0.1,67.89,Sports
ORD00004052-01,ORD00004052,PROD00040,5,96.87,0.05,460.13,Beauty
ORD00004052-02,ORD00004052,PROD00033,2,172.44,0.15,293.15,Beauty
ORD00004053-01,ORD00004053,PROD00417,3,40.31,0.15,102.79,Beauty
ORD00004053-02,ORD00004053,PROD00277,4,229.12,0.05,870.66,Pet Supplies
ORD00004053-03,ORD00004053,PROD00154,1,250.17,0,250.17,Automotive
ORD00004054-01,ORD00004054,PROD00319,5,173.91,0,869.55,Automotive
ORD00004054-02,ORD00004054,PROD00302,4,180.49,0,721.96,Fashion
ORD00004054-03,ORD00004054,PROD00436,4,78.14,0.1,281.3,Fashion
ORD00004054-04,ORD00004054,PROD00095,1,45.72,0,45.72,Beauty
ORD00004054-05,ORD00004054,PROD00206,1,159.06,0.05,151.11,Books
ORD00004055-01,ORD00004055,PROD00168,2,196.39,0.15,333.86,Fashion
ORD00004055-02,ORD00004055,PROD00389,3,50.31,0.05,143.38,Sports
ORD00004055-03,ORD00004055,PROD00283,1,235.33,0.15,200.03,Books
ORD00004056-01,ORD00004056,PROD00294,4,62.33,0.15,211.92,Sports
ORD00004056-02,ORD00004056,PROD00146,1,76.21,0,76.21,Pet Supplies
ORD00004056-03,ORD00004056,PROD00168,4,196.39,0.15,667.73,Fashion
ORD00004056-04,ORD00004056,PROD00150,1,172.48,0,172.48,Home & Kitchen
ORD00004057-01,ORD00004057,PROD00231,2,433.45,0,866.9,Sports
ORD00004057-02,ORD00004057,PROD00293,4,104.11,0.15,353.97,Electronics
ORD00004057-03,ORD00004057,PROD00215,1,209.92,0,209.92,Toys
ORD00004058-01,ORD00004058,PROD00163,1,40.25,0,40.25,Books
ORD00004058-02,ORD00004058,PROD00407,1,286.46,0,286.46,Electronics
ORD00004059-01,ORD00004059,PROD00221,1,122.39,0.15,104.03,Books
ORD00004059-02,ORD00004059,PROD00059,4,87.55,0.05,332.69,Automotive
ORD00004059-03,ORD00004059,PROD00476,1,74.22,0,74.22,Beauty
ORD00004060-01,ORD00004060,PROD00279,1,60.94,0,60.94,Toys
ORD00004060-02,ORD00004060,PROD00328,2,705.35,0.05,1340.16,Fashion
ORD00004060-03,ORD00004060,PROD00106,1,142.13,0.15,120.81,Home & Kitchen
ORD00004061-01,ORD00004061,PROD00114,4,94.77,0,379.08,Home & Kitchen
ORD00004061-02,ORD00004061,PROD00064,4,40.75,0.15,138.55,Books
ORD00004061-03,ORD00004061,PROD00142,1,320.16,0.1,288.14,Books
ORD00004062-01,ORD00004062,PROD00350,5,188.52,0.1,848.34,Office Supplies
ORD00004062-02,ORD00004062,PROD00318,1,40.06,0.05,38.06,Office Supplies
ORD00004063-01,ORD00004063,PROD00310,1,132.26,0.15,112.42,Beauty
ORD00004063-02,ORD00004063,PROD00495,1,75.43,0.15,64.12,Sports
ORD00004064-01,ORD00004064,PROD00157,1,174.22,0,174.22,Books
ORD00004065-01,ORD00004065,PROD00313,3,322,0,966,Electronics
ORD00004065-02,ORD00004065,PROD00425,3,54.04,0.05,154.01,Toys
ORD00004065-03,ORD00004065,PROD00298,1,206.44,0,206.44,Automotive
ORD00004066-01,ORD00004066,PROD00403,2,63.59,0.15,108.1,Pet Supplies
ORD00004066-02,ORD00004066,PROD00028,4,205.37,0.15,698.26,Sports
ORD00004066-03,ORD00004066,PROD00402,2,97.21,0,194.42,Office Supplies
ORD00004067-01,ORD00004067,PROD00267,4,85.38,0.05,324.44,Automotive
ORD00004067-02,ORD00004067,PROD00259,3,134.39,0,403.17,Sports
ORD00004067-03,ORD00004067,PROD00256,5,111.76,0.15,474.98,Books
ORD00004067-04,ORD00004067,PROD00054,1,407.06,0.1,366.35,Home & Kitchen
ORD00004068-01,ORD00004068,PROD00026,5,116.66,0.1,524.97,Automotive
ORD00004068-02,ORD00004068,PROD00221,1,122.39,0.15,104.03,Books
ORD00004069-01,ORD00004069,PROD00482,5,105.34,0.1,474.03,Home & Kitchen
ORD00004069-02,ORD00004069,PROD00364,1,91.35,0.15,77.65,Pet Supplies
ORD00004070-01,ORD00004070,PROD00308,1,636.89,0.05,605.05,Automotive
ORD00004070-02,ORD00004070,PROD00392,3,122.02,0.05,347.76,Books
ORD00004070-03,ORD00004070,PROD00107,1,193.1,0.05,183.44,Toys
ORD00004070-04,ORD00004070,PROD00133,4,73.55,0.1,264.78,Fashion
ORD00004070-05,ORD00004070,PROD00136,1,285.15,0.1,256.63,Home & Kitchen
ORD00004071-01,ORD00004071,PROD00088,3,112.32,0.1,303.26,Sports
ORD00004071-02,ORD00004071,PROD00159,1,155.33,0,155.33,Books
ORD00004071-03,ORD00004071,PROD00004,1,318.42,0,318.42,Home & Kitchen
ORD00004072-01,ORD00004072,PROD00428,1,280.45,0,280.45,Sports
ORD00004072-02,ORD00004072,PROD00320,1,32.07,0.15,27.26,Pet Supplies
ORD00004073-01,ORD00004073,PROD00434,1,113.15,0,113.15,Pet Supplies
ORD00004074-01,ORD00004074,PROD00216,1,34.93,0,34.93,Office Supplies
ORD00004074-02,ORD00004074,PROD00293,3,104.11,0,312.33,Electronics
ORD00004074-03,ORD00004074,PROD00491,3,168.79,0,506.37,Fashion
ORD00004074-04,ORD00004074,PROD00106,1,142.13,0,142.13,Home & Kitchen
ORD00004075-01,ORD00004075,PROD00330,3,105.47,0,316.41,Books
ORD00004075-02,ORD00004075,PROD00269,1,45.23,0,45.23,Beauty
ORD00004075-03,ORD00004075,PROD00406,1,77.52,0,77.52,Automotive
ORD00004075-04,ORD00004075,PROD00348,2,144.67,0,289.34,Home & Kitchen
ORD00004075-05,ORD00004075,PROD00110,1,61.05,0,61.05,Office Supplies
ORD00004076-01,ORD00004076,PROD00495,3,75.43,0,226.29,Sports
ORD00004076-02,ORD00004076,PROD00100,5,94.31,0.1,424.4,Sports
ORD00004076-03,ORD00004076,PROD00006,1,62.13,0,62.13,Electronics
ORD00004076-04,ORD00004076,PROD00402,1,97.21,0,97.21,Office Supplies
ORD00004077-01,ORD00004077,PROD00419,4,311.19,0.15,1058.05,Toys
ORD00004077-02,ORD00004077,PROD00361,1,115.15,0,115.15,Fashion
ORD00004078-01,ORD00004078,PROD00436,5,78.14,0,390.7,Fashion
ORD00004078-02,ORD00004078,PROD00059,1,87.55,0.05,83.17,Automotive
ORD00004079-01,ORD00004079,PROD00472,5,151.44,0,757.2,Books
ORD00004079-02,ORD00004079,PROD00270,3,201.35,0,604.05,Toys
ORD00004079-03,ORD00004079,PROD00449,4,78.75,0.05,299.25,Home & Kitchen
ORD00004079-04,ORD00004079,PROD00149,1,184.87,0.05,175.63,Fashion
ORD00004080-01,ORD00004080,PROD00447,1,211.31,0,211.31,Toys
ORD00004081-01,ORD00004081,PROD00365,5,58.45,0,292.25,Pet Supplies
ORD00004081-02,ORD00004081,PROD00407,1,286.46,0,286.46,Electronics
ORD00004081-03,ORD00004081,PROD00450,1,236.32,0.15,200.87,Toys
ORD00004082-01,ORD00004082,PROD00495,2,75.43,0.15,128.23,Sports
ORD00004083-01,ORD00004083,PROD00379,3,133.57,0.05,380.67,Books
ORD00004083-02,ORD00004083,PROD00487,1,176.36,0,176.36,Beauty
ORD00004084-01,ORD00004084,PROD00153,1,88.52,0,88.52,Office Supplies
ORD00004084-02,ORD00004084,PROD00112,1,155.87,0.1,140.28,Fashion
ORD00004084-03,ORD00004084,PROD00436,4,78.14,0.15,265.68,Fashion
ORD00004084-04,ORD00004084,PROD00340,2,190.29,0.15,323.49,Sports
ORD00004084-05,ORD00004084,PROD00001,1,133.94,0.05,127.24,Home & Kitchen
ORD00004085-01,ORD00004085,PROD00228,1,58.9,0,58.9,Books
ORD00004085-02,ORD00004085,PROD00244,3,53.66,0.15,136.83,Home & Kitchen
ORD00004085-03,ORD00004085,PROD00360,2,67.3,0,134.6,Electronics
ORD00004086-01,ORD00004086,PROD00186,2,91.8,0,183.6,Fashion
ORD00004086-02,ORD00004086,PROD00153,5,88.52,0,442.6,Office Supplies
ORD00004086-03,ORD00004086,PROD00031,2,61.35,0,122.7,Books
ORD00004086-04,ORD00004086,PROD00175,1,50.67,0,50.67,Electronics
ORD00004087-01,ORD00004087,PROD00235,4,58.89,0.05,223.78,Pet Supplies
ORD00004087-02,ORD00004087,PROD00028,2,205.37,0.05,390.2,Sports
ORD00004087-03,ORD00004087,PROD00404,2,107.52,0.1,193.54,Automotive
ORD00004087-04,ORD00004087,PROD00341,4,160.35,0,641.4,Sports
ORD00004087-05,ORD00004087,PROD00189,1,180.88,0.05,171.84,Sports
ORD00004088-01,ORD00004088,PROD00309,2,98.25,0.05,186.67,Automotive
ORD00004088-02,ORD00004088,PROD00317,1,79.33,0.05,75.36,Toys
ORD00004088-03,ORD00004088,PROD00101,4,119.85,0.1,431.46,Toys
ORD00004088-04,ORD00004088,PROD00291,1,118.01,0.05,112.11,Beauty
ORD00004088-05,ORD00004088,PROD00091,1,148.49,0.05,141.07,Automotive
ORD00004089-01,ORD00004089,PROD00318,17,40.06,0.15,578.87,Office Supplies
ORD00004090-01,ORD00004090,PROD00376,4,43.01,0,172.04,Office Supplies
ORD00004090-02,ORD00004090,PROD00140,2,95.19,0,190.38,Books
ORD00004090-03,ORD00004090,PROD00408,3,205.51,0,616.53,Sports
ORD00004090-04,ORD00004090,PROD00447,2,211.31,0.15,359.23,Toys
ORD00004090-05,ORD00004090,PROD00052,1,68.43,0,68.43,Beauty
ORD00004091-01,ORD00004091,PROD00187,4,287.41,0.1,1034.68,Toys
ORD00004091-02,ORD00004091,PROD00431,3,105.88,0.15,269.99,Sports
ORD00004091-03,ORD00004091,PROD00282,5,180.71,0,903.55,Fashion
ORD00004091-04,ORD00004091,PROD00229,1,82.63,0.15,70.24,Home & Kitchen
ORD00004091-05,ORD00004091,PROD00403,1,63.59,0,63.59,Pet Supplies
ORD00004092-01,ORD00004092,PROD00397,8,111.86,0.15,760.65,Electronics
ORD00004093-01,ORD00004093,PROD00400,1,92.08,0.05,87.48,Pet Supplies
ORD00004093-02,ORD00004093,PROD00480,4,142,0.1,511.2,Sports
ORD00004093-03,ORD00004093,PROD00409,3,111.46,0.1,300.94,Books
ORD00004093-04,ORD00004093,PROD00392,2,122.02,0.1,219.64,Books
ORD00004093-05,ORD00004093,PROD00218,1,299.43,0,299.43,Toys
ORD00004094-01,ORD00004094,PROD00441,1,679.63,0.05,645.65,Home & Kitchen
ORD00004094-02,ORD00004094,PROD00186,1,91.8,0.05,87.21,Fashion
ORD00004095-01,ORD00004095,PROD00159,4,155.33,0,621.32,Books
ORD00004095-02,ORD00004095,PROD00209,3,311.35,0.1,840.64,Beauty
ORD00004095-03,ORD00004095,PROD00079,2,400.46,0,800.92,Home & Kitchen
ORD00004095-04,ORD00004095,PROD00256,1,111.76,0,111.76,Books
ORD00004096-01,ORD00004096,PROD00275,1,121.14,0,121.14,Toys
ORD00004097-01,ORD00004097,PROD00127,3,491.63,0.15,1253.66,Books
ORD00004097-02,ORD00004097,PROD00060,4,224.59,0,898.36,Office Supplies
ORD00004097-03,ORD00004097,PROD00151,2,46.38,0.1,83.48,Beauty
ORD00004097-04,ORD00004097,PROD00319,1,173.91,0,173.91,Automotive
ORD00004098-01,ORD00004098,PROD00431,5,105.88,0.05,502.93,Sports
ORD00004098-02,ORD00004098,PROD00366,1,105.29,0,105.29,Fashion
ORD00004099-01,ORD00004099,PROD00244,1,53.66,0.15,45.61,Home & Kitchen
ORD00004100-01,ORD00004100,PROD00428,1,280.45,0.1,252.41,Sports
ORD00004100-02,ORD00004100,PROD00098,4,103.39,0.15,351.53,Sports
ORD00004100-03,ORD00004100,PROD00359,3,98.63,0.1,266.3,Books
ORD00004100-04,ORD00004100,PROD00094,1,131.45,0.05,124.88,Home & Kitchen
ORD00004100-05,ORD00004100,PROD00118,1,500.27,0,500.27,Fashion
ORD00004101-01,ORD00004101,PROD00331,2,56.89,0,113.78,Books
ORD00004101-02,ORD00004101,PROD00140,2,95.19,0,190.38,Books
ORD00004101-03,ORD00004101,PROD00352,3,51.24,0,153.72,Pet Supplies
ORD00004101-04,ORD00004101,PROD00461,2,212.49,0.15,361.23,Sports
ORD00004101-05,ORD00004101,PROD00463,1,234.17,0.05,222.46,Pet Supplies
ORD00004102-01,ORD00004102,PROD00296,1,95.32,0.1,85.79,Sports
ORD00004103-01,ORD00004103,PROD00288,5,174.78,0,873.9,Books
ORD00004103-02,ORD00004103,PROD00076,5,109.99,0.1,494.96,Electronics
ORD00004103-03,ORD00004103,PROD00028,2,205.37,0,410.74,Sports
ORD00004103-04,ORD00004103,PROD00055,1,110.61,0.1,99.55,Home & Kitchen
ORD00004104-01,ORD00004104,PROD00234,4,147.13,0.1,529.67,Automotive
ORD00004104-02,ORD00004104,PROD00048,1,65.78,0,65.78,Fashion
ORD00004104-03,ORD00004104,PROD00404,1,107.52,0,107.52,Automotive
ORD00004105-01,ORD00004105,PROD00319,2,173.91,0.1,313.04,Automotive
ORD00004105-02,ORD00004105,PROD00451,1,120.9,0.1,108.81,Office Supplies
ORD00004106-01,ORD00004106,PROD00309,2,98.25,0,196.5,Automotive
ORD00004106-02,ORD00004106,PROD00143,1,495.93,0.05,471.13,Fashion
ORD00004107-01,ORD00004107,PROD00048,5,65.78,0,328.9,Fashion
ORD00004107-02,ORD00004107,PROD00031,1,61.35,0,61.35,Books
ORD00004108-01,ORD00004108,PROD00423,5,102.84,0,514.2,Beauty
ORD00004108-02,ORD00004108,PROD00205,1,99.11,0,99.11,Toys
ORD00004108-03,ORD00004108,PROD00291,5,118.01,0,590.05,Beauty
ORD00004108-04,ORD00004108,PROD00135,5,63.31,0.15,269.07,Sports
ORD00004108-05,ORD00004108,PROD00086,1,44.19,0,44.19,Office Supplies
ORD00004109-01,ORD00004109,PROD00106,2,142.13,0.15,241.62,Home & Kitchen
ORD00004109-02,ORD00004109,PROD00279,17,60.94,0.05,984.18,Toys
ORD00004110-01,ORD00004110,PROD00054,3,407.06,0.1,1099.06,Home & Kitchen
ORD00004110-02,ORD00004110,PROD00234,1,147.13,0.05,139.77,Automotive
ORD00004111-01,ORD00004111,PROD00110,3,61.05,0,183.15,Office Supplies
ORD00004111-02,ORD00004111,PROD00445,1,144.39,0.1,129.95,Pet Supplies
ORD00004112-01,ORD00004112,PROD00094,2,131.45,0,262.9,Home & Kitchen
ORD00004112-02,ORD00004112,PROD00047,1,51.33,0,51.33,Fashion
ORD00004113-01,ORD00004113,PROD00279,2,60.94,0.05,115.79,Toys
ORD00004113-02,ORD00004113,PROD00198,5,231.26,0.1,1040.67,Electronics
ORD00004113-03,ORD00004113,PROD00310,1,132.26,0.15,112.42,Beauty
ORD00004113-04,ORD00004113,PROD00280,1,123.42,0.05,117.25,Home & Kitchen
ORD00004114-01,ORD00004114,PROD00229,4,82.63,0.15,280.94,Home & Kitchen
ORD00004114-02,ORD00004114,PROD00441,1,679.63,0,679.63,Home & Kitchen
ORD00004114-03,ORD00004114,PROD00282,4,180.71,0.15,614.41,Fashion
ORD00004114-04,ORD00004114,PROD00172,3,109.51,0.1,295.68,Fashion
ORD00004114-05,ORD00004114,PROD00405,1,245.82,0.1,221.24,Toys
ORD00004115-01,ORD00004115,PROD00415,7,64.32,0,450.24,Pet Supplies
ORD00004116-01,ORD00004116,PROD00266,1,150.04,0,150.04,Toys
ORD00004116-02,ORD00004116,PROD00297,3,132.05,0.1,356.53,Pet Supplies
ORD00004117-01,ORD00004117,PROD00392,1,122.02,0.15,103.72,Books
ORD00004117-02,ORD00004117,PROD00158,1,255.8,0.1,230.22,Home & Kitchen
ORD00004118-01,ORD00004118,PROD00495,1,75.43,0.05,71.66,Sports
ORD00004118-02,ORD00004118,PROD00322,2,73.14,0,146.28,Beauty
ORD00004118-03,ORD00004118,PROD00426,2,54.68,0.15,92.96,Office Supplies
ORD00004118-04,ORD00004118,PROD00239,1,142.77,0,142.77,Fashion
ORD00004119-01,ORD00004119,PROD00161,3,97.28,0.1,262.66,Beauty
ORD00004119-02,ORD00004119,PROD00332,3,87.69,0,263.07,Office Supplies
ORD00004119-03,ORD00004119,PROD00161,1,97.28,0,97.28,Beauty
ORD00004120-01,ORD00004120,PROD00392,1,122.02,0.05,115.92,Books
ORD00004120-02,ORD00004120,PROD00331,4,56.89,0.1,204.8,Books
ORD00004120-03,ORD00004120,PROD00241,1,81.26,0,81.26,Sports
ORD00004120-04,ORD00004120,PROD00488,2,62.99,0.05,119.68,Fashion
ORD00004121-01,ORD00004121,PROD00495,2,75.43,0.1,135.77,Sports
ORD00004121-02,ORD00004121,PROD00091,4,148.49,0.15,504.87,Automotive
ORD00004121-03,ORD00004121,PROD00348,1,144.67,0.05,137.44,Home & Kitchen
ORD00004122-01,ORD00004122,PROD00189,2,180.88,0.15,307.5,Sports
ORD00004122-02,ORD00004122,PROD00418,4,87.55,0,350.2,Fashion
ORD00004122-03,ORD00004122,PROD00058,2,77.18,0,154.36,Toys
ORD00004122-04,ORD00004122,PROD00271,3,175.66,0.15,447.93,Office Supplies
ORD00004122-05,ORD00004122,PROD00462,1,100.12,0.1,90.11,Electronics
ORD00004123-01,ORD00004123,PROD00050,5,90.39,0,451.95,Automotive
ORD00004123-02,ORD00004123,PROD00182,5,82.52,0.1,371.34,Fashion
ORD00004123-03,ORD00004123,PROD00499,1,379.23,0,379.23,Office Supplies
ORD00004123-04,ORD00004123,PROD00256,3,111.76,0.1,301.75,Books
ORD00004123-05,ORD00004123,PROD00271,1,175.66,0,175.66,Office Supplies
ORD00004124-01,ORD00004124,PROD00219,1,331.26,0.05,314.7,Automotive
ORD00004124-02,ORD00004124,PROD00048,1,65.78,0.15,55.91,Fashion
ORD00004124-03,ORD00004124,PROD00431,1,105.88,0,105.88,Sports
ORD00004125-01,ORD00004125,PROD00106,1,142.13,0,142.13,Home & Kitchen
ORD00004126-01,ORD00004126,PROD00352,3,51.24,0,153.72,Pet Supplies
ORD00004126-02,ORD00004126,PROD00087,3,84.63,0.15,215.81,Home & Kitchen
ORD00004126-03,ORD00004126,PROD00152,1,163.67,0.05,155.49,Fashion
ORD00004127-01,ORD00004127,PROD00179,2,88.69,0.15,150.77,Beauty
ORD00004127-02,ORD00004127,PROD00253,1,53.49,0,53.49,Sports
ORD00004127-03,ORD00004127,PROD00053,1,79.12,0,79.12,Fashion
ORD00004128-01,ORD00004128,PROD00190,2,518.97,0,1037.94,Beauty
ORD00004128-02,ORD00004128,PROD00253,3,53.49,0.05,152.45,Sports
ORD00004128-03,ORD00004128,PROD00236,1,72.24,0,72.24,Automotive
ORD00004128-04,ORD00004128,PROD00149,1,184.87,0,184.87,Fashion
ORD00004129-01,ORD00004129,PROD00102,3,214.1,0,642.3,Home & Kitchen
ORD00004129-02,ORD00004129,PROD00468,1,128,0,128,Home & Kitchen
ORD00004130-01,ORD00004130,PROD00263,4,48.88,0,195.52,Office Supplies
ORD00004131-01,ORD00004131,PROD00265,1,110.81,0,110.81,Sports
ORD00004132-01,ORD00004132,PROD00356,3,106.57,0,319.71,Beauty
ORD00004132-02,ORD00004132,PROD00143,1,495.93,0.1,446.34,Fashion
ORD00004133-01,ORD00004133,PROD00112,4,155.87,0.05,592.31,Fashion
ORD00004133-02,ORD00004133,PROD00174,3,28.26,0.1,76.3,Toys
ORD00004133-03,ORD00004133,PROD00360,3,67.3,0.15,171.62,Electronics
ORD00004133-04,ORD00004133,PROD00461,2,212.49,0,424.98,Sports
ORD00004133-05,ORD00004133,PROD00141,1,98.57,0.05,93.64,Beauty
ORD00004134-01,ORD00004134,PROD00079,1,400.46,0,400.46,Home & Kitchen
ORD00004135-01,ORD00004135,PROD00229,5,82.63,0,413.15,Home & Kitchen
ORD00004135-02,ORD00004135,PROD00289,1,108.69,0.1,97.82,Pet Supplies
ORD00004135-03,ORD00004135,PROD00245,1,347.13,0,347.13,Fashion
ORD00004135-04,ORD00004135,PROD00118,1,500.27,0.1,450.24,Fashion
ORD00004135-05,ORD00004135,PROD00310,1,132.26,0,132.26,Beauty
ORD00004136-01,ORD00004136,PROD00007,3,109.24,0.05,311.33,Home & Kitchen
ORD00004136-02,ORD00004136,PROD00407,5,286.46,0.15,1217.45,Electronics
ORD00004136-03,ORD00004136,PROD00289,4,108.69,0.1,391.28,Pet Supplies
ORD00004136-04,ORD00004136,PROD00058,4,77.18,0.1,277.85,Toys
ORD00004136-05,ORD00004136,PROD00352,1,51.24,0.05,48.68,Pet Supplies
ORD00004137-01,ORD00004137,PROD00190,1,518.97,0.05,493.02,Beauty
ORD00004138-01,ORD00004138,PROD00153,4,88.52,0,354.08,Office Supplies
ORD00004138-02,ORD00004138,PROD00328,3,705.35,0.1,1904.45,Fashion
ORD00004138-03,ORD00004138,PROD00244,1,53.66,0.15,45.61,Home & Kitchen
ORD00004138-04,ORD00004138,PROD00134,5,332.26,0,1661.3,Automotive
ORD00004138-05,ORD00004138,PROD00444,1,143.62,0,143.62,Toys
ORD00004139-01,ORD00004139,PROD00134,2,332.26,0,664.52,Automotive
ORD00004139-02,ORD00004139,PROD00086,1,44.19,0,44.19,Office Supplies
ORD00004140-01,ORD00004140,PROD00172,4,109.51,0.1,394.24,Fashion
ORD00004140-02,ORD00004140,PROD00157,2,174.22,0.1,313.6,Books
ORD00004140-03,ORD00004140,PROD00078,1,113.8,0.1,102.42,Home & Kitchen
ORD00004141-01,ORD00004141,PROD00085,1,73.97,0,73.97,Beauty
ORD00004141-02,ORD00004141,PROD00140,2,95.19,0.05,180.86,Books
ORD00004141-03,ORD00004141,PROD00106,1,142.13,0.05,135.02,Home & Kitchen
ORD00004142-01,ORD00004142,PROD00125,2,369.58,0.05,702.2,Toys
ORD00004142-02,ORD00004142,PROD00265,3,110.81,0,332.43,Sports
ORD00004142-03,ORD00004142,PROD00088,3,112.32,0.15,286.42,Sports
ORD00004142-04,ORD00004142,PROD00309,1,98.25,0.1,88.42,Automotive
ORD00004143-01,ORD00004143,PROD00304,5,48.47,0.15,206,Books
ORD00004143-02,ORD00004143,PROD00189,4,180.88,0,723.52,Sports
ORD00004143-03,ORD00004143,PROD00102,3,214.1,0,642.3,Home & Kitchen
ORD00004143-04,ORD00004143,PROD00408,2,205.51,0.15,349.37,Sports
ORD00004143-05,ORD00004143,PROD00419,1,311.19,0,311.19,Toys
ORD00004144-01,ORD00004144,PROD00130,3,128.39,0,385.17,Electronics
ORD00004144-02,ORD00004144,PROD00309,1,98.25,0.05,93.34,Automotive
ORD00004145-01,ORD00004145,PROD00296,2,95.32,0.15,162.04,Sports
ORD00004145-02,ORD00004145,PROD00392,4,122.02,0,488.08,Books
ORD00004145-03,ORD00004145,PROD00010,1,43.54,0,43.54,Office Supplies
ORD00004146-01,ORD00004146,PROD00231,4,433.45,0.05,1647.11,Sports
ORD00004146-02,ORD00004146,PROD00112,4,155.87,0,623.48,Fashion
